i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.89,,,,,,,,,,,,,,,,,,,
2,10.32,11.49,,,,,,,,,,,,,,,,,,
3,9.76,10.93,11.61,,,,,,,,,,,,,,,,,
4,9.20,10.37,11.05,11.71,,,,,,,,,,,,,,,,
5,8.63,9.80,10.49,11.15,11.79,,,,,,,,,,,,,,,
6,8.07,9.24,9.92,10.58,11.23,11.86,,,,,,,,,,,,,,
7,7.50,8.67,9.36,10.02,10.66,11.29,11.91,,,,,,,,,,,,,
8,6.94,8.11,8.79,9.46,10.10,10.73,11.35,11.96,,,,,,,,,,,,
9,6.38,7.55,8.23,8.89,9.53,10.17,10.79,11.40,12.01,,,,,,,,,,,
10,5.81,6.98,7.67,8.33,8.97,9.60,10.22,10.84,11.44,12.04,,,,,,,,,,
11,5.25,6.42,7.10,7.76,8.41,9.04,9.66,10.27,10.88,11.48,12.07,,,,,,,,,
12,4.69,5.85,6.54,7.20,7.84,8.47,9.09,9.71,10.31,10.91,11.51,12.10,,,,,,,,
13,4.12,5.29,5.98,6.64,7.28,7.91,8.53,9.14,9.75,10.35,10.95,11.54,12.13,,,,,,,
14,3.56,4.73,5.41,6.07,6.72,7.35,7.97,8.58,9.19,9.79,10.38,10.97,11.56,12.15,,,,,,
15,2.99,4.16,4.85,5.51,6.15,6.78,7.40,8.02,8.62,9.22,9.82,10.41,11.00,11.58,12.16,,,,,
16,2.43,3.60,4.28,4.94,5.59,6.22,6.84,7.45,8.06,8.66,9.25,9.85,10.43,11.02,11.60,12.18,,,,
17,1.86,3.03,3.72,4.38,5.02,5.65,6.27,6.88,7.49,8.09,8.69,9.28,9.87,10.45,11.03,11.61,12.19,,,
18,1.30,2.46,3.14,3.80,4.44,5.07,5.69,6.30,6.91,7.51,8.10,8.69,9.28,9.86,10.44,11.02,11.60,12.17,,
19,0.72,1.85,2.51,3.14,3.77,4.38,4.99,5.59,6.18,6.77,7.36,7.94,8.52,9.09,9.66,10.23,10.80,11.37,11.94,
20,0.00,0.95,1.45,1.95,2.45,2.95,3.45,3.95,4.45,4.95,5.45,5.95,6.45,6.95,7.45,7.95,8.45,8.95,9.45,9.95
