i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.67,,,,,,,,,,,,,,,,,,,
2,3.47,3.74,,,,,,,,,,,,,,,,,,
3,3.27,3.54,4.11,,,,,,,,,,,,,,,,,
4,3.07,3.34,3.91,4.47,,,,,,,,,,,,,,,,
5,2.87,3.14,3.71,4.27,4.82,,,,,,,,,,,,,,,
6,2.67,2.95,3.52,4.07,4.62,5.16,,,,,,,,,,,,,,
7,2.48,2.75,3.32,3.87,4.42,4.97,5.50,,,,,,,,,,,,,
8,2.28,2.55,3.12,3.68,4.22,4.77,5.31,5.84,,,,,,,,,,,,
9,2.08,2.35,2.92,3.48,4.03,4.57,5.11,5.64,6.18,,,,,,,,,,,
10,1.88,2.15,2.72,3.28,3.83,4.37,4.91,5.45,5.98,6.51,,,,,,,,,,
11,1.68,1.95,2.52,3.08,3.63,4.17,4.71,5.25,5.78,6.31,6.85,,,,,,,,,
12,1.48,1.76,2.33,2.88,3.43,3.97,4.51,5.05,5.58,6.11,6.65,7.22,,,,,,,,
13,1.29,1.56,2.13,2.68,3.23,3.78,4.31,4.85,5.38,5.92,6.45,7.02,7.19,,,,,,,
14,1.09,1.36,1.93,2.49,3.03,3.58,4.12,4.65,5.19,5.72,6.25,6.83,7.04,-1.82,,,,,,
15,0.89,1.16,1.73,2.29,2.84,3.38,3.92,4.45,4.99,5.52,6.05,6.63,6.89,-0.34,-334.29,,,,,
16,0.69,0.96,1.53,2.09,2.64,3.18,3.72,4.26,4.79,5.32,5.85,6.43,6.74,1.15,-262.40,-2666.58,,,,
17,0.49,0.77,1.34,1.89,2.44,2.98,3.52,4.06,4.59,5.12,5.65,6.23,6.60,2.63,-190.50,-1952.59,-54362.79,,,
18,0.30,0.57,1.14,1.69,2.24,2.78,3.32,3.86,4.39,4.92,5.45,6.02,6.45,4.12,-118.33,-1235.89,-33830.36,228392.31,,
19,0.11,0.37,0.93,1.49,2.03,2.57,3.11,3.64,4.17,4.70,5.23,5.77,6.30,6.43,-33.35,-529.46,-9773.70,63550.23,-30995499.83,
20,0.00,0.16,0.66,1.16,1.66,2.16,2.66,3.16,3.66,4.16,4.66,5.16,5.66,6.16,6.66,7.16,7.66,8.16,8.66,9.16
