i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.81,,,,,,,,,,,,,,,,,,,
2,10.25,11.27,,,,,,,,,,,,,,,,,,
3,9.68,10.70,11.40,,,,,,,,,,,,,,,,,
4,9.12,10.14,10.83,11.50,,,,,,,,,,,,,,,,
5,8.56,9.57,10.27,10.94,11.58,,,,,,,,,,,,,,,
6,7.99,9.01,9.70,10.37,11.02,11.66,,,,,,,,,,,,,,
7,7.43,8.45,9.14,9.81,10.46,11.09,11.72,,,,,,,,,,,,,
8,6.86,7.88,8.58,9.24,9.89,10.53,11.15,11.77,,,,,,,,,,,,
9,6.30,7.32,8.01,8.68,9.33,9.96,10.59,11.21,11.81,,,,,,,,,,,
10,5.74,6.75,7.45,8.12,8.76,9.40,10.03,10.64,11.25,11.85,,,,,,,,,,
11,5.17,6.19,6.88,7.55,8.20,8.84,9.46,10.08,10.69,11.29,11.89,,,,,,,,,
12,4.61,5.63,6.32,6.99,7.64,8.27,8.90,9.51,10.12,10.73,11.32,11.92,,,,,,,,
13,4.04,5.06,5.76,6.42,7.07,7.71,8.33,8.95,9.56,10.16,10.76,11.35,11.94,,,,,,,
14,3.48,4.50,5.19,5.86,6.51,7.14,7.77,8.39,8.99,9.60,10.20,10.79,11.38,11.96,,,,,,
15,2.92,3.93,4.63,5.30,5.94,6.58,7.21,7.82,8.43,9.03,9.63,10.23,10.81,11.40,11.98,,,,,
16,2.35,3.37,4.06,4.73,5.38,6.02,6.64,7.26,7.87,8.47,9.07,9.66,10.25,10.84,11.42,12.00,,,,
17,1.79,2.81,3.50,4.17,4.81,5.45,6.07,6.69,7.30,7.90,8.50,9.09,9.68,10.27,10.85,11.43,12.01,,,
18,1.23,2.24,2.93,3.59,4.24,4.87,5.49,6.11,6.72,7.32,7.91,8.51,9.10,9.68,10.26,10.84,11.42,11.99,,
19,0.62,1.63,2.29,2.94,3.57,4.19,4.79,5.40,5.99,6.58,7.17,7.76,8.33,8.91,9.49,10.06,10.63,11.19,11.76,
20,0.00,0.80,1.30,1.80,2.30,2.80,3.30,3.80,4.30,4.80,5.30,5.80,6.30,6.80,7.30,7.80,8.30,8.80,9.30,9.80
