i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.52,,,,,,,,,,,,,,,,,,
2,1.52,2.44,,,,,,,,,,,,,,,,,
3,1.52,2.44,3.48,,,,,,,,,,,,,,,,
4,1.52,2.44,3.48,4.53,,,,,,,,,,,,,,,
5,1.52,2.44,3.48,4.53,5.57,,,,,,,,,,,,,,
6,1.52,2.44,3.48,4.53,5.57,6.61,,,,,,,,,,,,,
7,1.52,2.44,3.48,4.53,5.57,6.61,7.65,,,,,,,,,,,,
8,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,,,,,,,,,,,
9,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,9.72,,,,,,,,,,
10,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,9.72,10.75,,,,,,,,,
11,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,9.72,10.75,11.78,,,,,,,,
12,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,9.72,10.75,11.78,12.80,,,,,,,
13,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,9.72,10.75,11.78,12.80,13.83,,,,,,
14,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,9.72,10.75,11.78,12.80,13.83,14.86,,,,,
15,1.52,2.44,3.48,4.53,5.57,6.61,7.65,8.68,9.72,10.75,11.78,12.80,13.83,14.86,15.88,,,,
16,1.52,2.44,3.48,4.53,5.57,6.61,7.64,8.68,9.71,10.74,11.77,12.80,13.83,14.85,15.88,16.90,,,
17,1.51,2.43,3.47,4.52,5.56,6.60,7.63,8.67,9.70,10.73,11.76,12.79,13.82,14.84,15.86,16.89,17.91,,
18,1.47,2.36,3.39,4.43,5.46,6.49,7.53,8.56,9.58,10.61,11.64,12.66,13.69,14.71,15.73,16.75,17.77,18.79,
19,0.93,1.90,2.87,3.84,4.83,5.81,6.81,7.80,8.79,9.79,10.79,11.79,12.78,13.78,14.78,15.78,16.78,17.78,18.78
