i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.60,,,,,,,,,,,,,,,,,,,
2,10.04,10.90,,,,,,,,,,,,,,,,,,
3,9.47,10.34,11.04,,,,,,,,,,,,,,,,,
4,8.91,9.77,10.48,11.16,,,,,,,,,,,,,,,,
5,8.35,9.21,9.91,10.59,11.25,,,,,,,,,,,,,,,
6,7.78,8.64,9.35,10.03,10.69,11.34,,,,,,,,,,,,,,
7,7.22,8.08,8.79,9.47,10.13,10.77,11.40,,,,,,,,,,,,,
8,6.65,7.52,8.22,8.90,9.56,10.21,10.84,11.46,,,,,,,,,,,,
9,6.09,6.95,7.66,8.34,9.00,9.64,10.28,10.90,11.51,,,,,,,,,,,
10,5.53,6.39,7.10,7.78,8.44,9.08,9.71,10.34,10.95,11.56,,,,,,,,,,
11,4.96,5.83,6.53,7.21,7.87,8.52,9.15,9.77,10.39,10.99,11.60,,,,,,,,,
12,4.40,5.26,5.97,6.65,7.31,7.95,8.58,9.21,9.82,10.43,11.03,11.63,,,,,,,,
13,3.83,4.70,5.40,6.08,6.74,7.39,8.02,8.64,9.26,9.87,10.47,11.06,11.66,,,,,,,
14,3.27,4.13,4.84,5.52,6.18,6.82,7.46,8.08,8.69,9.30,9.90,10.50,11.09,11.68,,,,,,
15,2.71,3.57,4.28,4.96,5.62,6.26,6.89,7.52,8.13,8.74,9.34,9.94,10.53,11.12,11.70,,,,,
16,2.14,3.01,3.71,4.39,5.05,5.70,6.33,6.95,7.57,8.17,8.78,9.37,9.96,10.55,11.14,11.72,,,,
17,1.58,2.44,3.15,3.83,4.49,5.13,5.76,6.38,7.00,7.61,8.21,8.80,9.40,9.99,10.57,11.15,11.73,,,
18,1.02,1.87,2.58,3.25,3.91,4.55,5.18,5.80,6.42,7.02,7.62,8.22,8.81,9.40,9.98,10.56,11.14,11.72,,
19,0.45,1.27,1.95,2.61,3.25,3.88,4.49,5.10,5.70,6.30,6.89,7.47,8.06,8.63,9.21,9.78,10.36,10.92,11.49,
20,0.00,0.58,1.08,1.58,2.08,2.58,3.08,3.58,4.08,4.58,5.08,5.58,6.08,6.58,7.08,7.58,8.08,8.58,9.08,9.58
