i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.80,,,,,,,,,,,,,,,,,,,
2,10.24,11.23,,,,,,,,,,,,,,,,,,
3,9.67,10.67,11.36,,,,,,,,,,,,,,,,,
4,9.11,10.10,10.80,11.47,,,,,,,,,,,,,,,,
5,8.54,9.54,10.23,10.90,11.55,,,,,,,,,,,,,,,
6,7.98,8.97,9.67,10.34,10.99,11.63,,,,,,,,,,,,,,
7,7.42,8.41,9.11,9.77,10.42,11.06,11.69,,,,,,,,,,,,,
8,6.85,7.85,8.54,9.21,9.86,10.50,11.12,11.74,,,,,,,,,,,,
9,6.29,7.28,7.98,8.65,9.30,9.93,10.56,11.18,11.79,,,,,,,,,,,
10,5.72,6.72,7.41,8.08,8.73,9.37,9.99,10.61,11.22,11.82,,,,,,,,,,
11,5.16,6.16,6.85,7.52,8.17,8.81,9.43,10.05,10.66,11.26,11.86,,,,,,,,,
12,4.60,5.59,6.29,6.95,7.60,8.24,8.87,9.48,10.09,10.70,11.30,11.89,,,,,,,,
13,4.03,5.03,5.72,6.39,7.04,7.68,8.30,8.92,9.53,10.13,10.73,11.32,11.91,,,,,,,
14,3.47,4.46,5.16,5.83,6.48,7.11,7.74,8.36,8.97,9.57,10.17,10.76,11.35,11.94,,,,,,
15,2.90,3.90,4.59,5.26,5.91,6.55,7.18,7.79,8.40,9.01,9.60,10.20,10.79,11.37,11.96,,,,,
16,2.34,3.34,4.03,4.70,5.35,5.99,6.61,7.23,7.84,8.44,9.04,9.63,10.22,10.81,11.39,11.97,,,,
17,1.78,2.77,3.46,4.13,4.78,5.42,6.04,6.66,7.27,7.87,8.47,9.07,9.65,10.24,10.82,11.40,11.98,,,
18,1.22,2.20,2.89,3.56,4.21,4.84,5.46,6.08,6.69,7.29,7.89,8.48,9.07,9.65,10.23,10.81,11.39,11.97,,
19,0.61,1.59,2.26,2.91,3.54,4.16,4.77,5.37,5.96,6.56,7.14,7.73,8.31,8.88,9.46,10.03,10.60,11.17,11.73,
20,0.00,0.78,1.28,1.78,2.28,2.78,3.28,3.78,4.28,4.78,5.28,5.78,6.28,6.78,7.28,7.78,8.28,8.78,9.28,9.78
