i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.58,,,,,,,,,,,,,,,,,,,
2,10.02,10.87,,,,,,,,,,,,,,,,,,
3,9.45,10.30,11.01,,,,,,,,,,,,,,,,,
4,8.89,9.74,10.45,11.13,,,,,,,,,,,,,,,,
5,8.33,9.18,9.89,10.57,11.23,,,,,,,,,,,,,,,
6,7.76,8.61,9.32,10.00,10.66,11.31,,,,,,,,,,,,,,
7,7.20,8.05,8.76,9.44,10.10,10.75,11.38,,,,,,,,,,,,,
8,6.63,7.49,8.20,8.88,9.54,10.18,10.82,11.44,,,,,,,,,,,,
9,6.07,6.92,7.63,8.31,8.97,9.62,10.25,10.87,11.49,,,,,,,,,,,
10,5.51,6.36,7.07,7.75,8.41,9.05,9.69,10.31,10.93,11.53,,,,,,,,,,
11,4.94,5.79,6.50,7.18,7.84,8.49,9.12,9.75,10.36,10.97,11.57,,,,,,,,,
12,4.38,5.23,5.94,6.62,7.28,7.93,8.56,9.18,9.80,10.41,11.01,11.61,,,,,,,,
13,3.81,4.67,5.38,6.06,6.72,7.36,8.00,8.62,9.23,9.84,10.44,11.04,11.63,,,,,,,
14,3.25,4.10,4.81,5.49,6.15,6.80,7.43,8.06,8.67,9.28,9.88,10.48,11.07,11.66,,,,,,
15,2.69,3.54,4.25,4.93,5.59,6.23,6.87,7.49,8.11,8.71,9.32,9.91,10.51,11.10,11.68,,,,,
16,2.12,2.97,3.68,4.36,5.02,5.67,6.30,6.93,7.54,8.15,8.75,9.35,9.94,10.53,11.12,11.70,,,,
17,1.56,2.41,3.12,3.80,4.46,5.10,5.74,6.36,6.97,7.58,8.18,8.78,9.37,9.96,10.55,11.13,11.71,,,
18,1.00,1.84,2.55,3.23,3.88,4.53,5.16,5.78,6.39,7.00,7.60,8.20,8.79,9.38,9.96,10.54,11.12,11.70,,
19,0.44,1.24,1.92,2.58,3.22,3.85,4.47,5.08,5.68,6.27,6.86,7.45,8.03,8.61,9.19,9.76,10.33,10.90,11.47,
20,0.00,0.57,1.07,1.57,2.07,2.57,3.07,3.57,4.07,4.57,5.07,5.57,6.07,6.57,7.07,7.57,8.07,8.57,9.07,9.57
