i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.79,,,,,,,,,,,,,,,,,,
2,1.79,2.82,,,,,,,,,,,,,,,,,
3,1.79,2.82,3.88,,,,,,,,,,,,,,,,
4,1.79,2.82,3.88,4.94,,,,,,,,,,,,,,,
5,1.79,2.82,3.88,4.94,5.98,,,,,,,,,,,,,,
6,1.79,2.82,3.88,4.94,5.98,7.02,,,,,,,,,,,,,
7,1.79,2.82,3.88,4.94,5.98,7.02,8.05,,,,,,,,,,,,
8,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,,,,,,,,,,,
9,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,10.12,,,,,,,,,,
10,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,10.12,11.15,,,,,,,,,
11,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,10.12,11.15,12.17,,,,,,,,
12,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,10.12,11.15,12.17,13.20,,,,,,,
13,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,10.12,11.15,12.17,13.20,14.22,,,,,,
14,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,10.12,11.15,12.17,13.20,14.22,15.25,,,,,
15,1.79,2.82,3.88,4.94,5.98,7.02,8.05,9.09,10.12,11.15,12.17,13.20,14.22,15.25,16.27,,,,
16,1.78,2.82,3.88,4.93,5.98,7.02,8.05,9.08,10.11,11.14,12.17,13.20,14.22,15.25,16.27,17.29,,,
17,1.78,2.81,3.87,4.92,5.97,7.01,8.04,9.07,10.10,11.13,12.16,13.18,14.21,15.23,16.25,17.28,18.30,,
18,1.72,2.73,3.78,4.83,5.86,6.90,7.93,8.96,9.98,11.01,12.03,13.06,14.08,15.10,16.12,17.14,18.16,19.17,
19,1.29,2.27,3.25,4.23,5.21,6.20,7.19,8.19,9.18,10.18,11.17,12.17,13.16,14.16,15.16,16.16,17.16,18.15,19.15
