i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.66,,,,,,,,,,,,,,,,,,,
2,10.09,10.99,,,,,,,,,,,,,,,,,,
3,9.53,10.42,11.12,,,,,,,,,,,,,,,,,
4,8.97,9.86,10.56,11.24,,,,,,,,,,,,,,,,
5,8.40,9.29,10.00,10.67,11.33,,,,,,,,,,,,,,,
6,7.84,8.73,9.43,10.11,10.77,11.41,,,,,,,,,,,,,,
7,7.27,8.17,8.87,9.55,10.20,10.85,11.48,,,,,,,,,,,,,
8,6.71,7.60,8.30,8.98,9.64,10.28,10.91,11.53,,,,,,,,,,,,
9,6.15,7.04,7.74,8.42,9.07,9.72,10.35,10.97,11.58,,,,,,,,,,,
10,5.58,6.47,7.18,7.85,8.51,9.15,9.78,10.41,11.02,11.63,,,,,,,,,,
11,5.02,5.91,6.61,7.29,7.95,8.59,9.22,9.84,10.45,11.06,11.66,,,,,,,,,
12,4.45,5.35,6.05,6.73,7.38,8.03,8.66,9.28,9.89,10.50,11.10,11.69,,,,,,,,
13,3.89,4.78,5.48,6.16,6.82,7.46,8.09,8.71,9.33,9.93,10.53,11.13,11.72,,,,,,,
14,3.33,4.22,4.92,5.60,6.26,6.90,7.53,8.15,8.76,9.37,9.97,10.57,11.16,11.75,,,,,,
15,2.76,3.65,4.36,5.03,5.69,6.33,6.96,7.59,8.20,8.81,9.41,10.00,10.59,11.18,11.77,,,,,
16,2.20,3.09,3.79,4.47,5.13,5.77,6.40,7.02,7.63,8.24,8.84,9.44,10.03,10.62,11.20,11.78,,,,
17,1.63,2.53,3.23,3.90,4.56,5.20,5.83,6.45,7.07,7.67,8.27,8.87,9.46,10.05,10.63,11.22,11.79,,,
18,1.07,1.96,2.66,3.33,3.99,4.63,5.25,5.87,6.49,7.09,7.69,8.28,8.88,9.46,10.05,10.63,11.20,11.78,,
19,0.49,1.35,2.03,2.68,3.32,3.95,4.56,5.17,5.77,6.36,6.95,7.54,8.12,8.70,9.27,9.85,10.42,10.99,11.55,
20,0.00,0.63,1.13,1.63,2.13,2.63,3.13,3.63,4.13,4.63,5.13,5.63,6.13,6.63,7.13,7.63,8.13,8.63,9.13,9.63
