i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.65,,,,,,,,,,,,,,,,,,,
2,10.09,10.97,,,,,,,,,,,,,,,,,,
3,9.52,10.41,11.11,,,,,,,,,,,,,,,,,
4,8.96,9.85,10.55,11.23,,,,,,,,,,,,,,,,
5,8.39,9.28,9.98,10.66,11.32,,,,,,,,,,,,,,,
6,7.83,8.72,9.42,10.10,10.76,11.40,,,,,,,,,,,,,,
7,7.27,8.15,8.86,9.53,10.19,10.83,11.47,,,,,,,,,,,,,
8,6.70,7.59,8.29,8.97,9.63,10.27,10.90,11.52,,,,,,,,,,,,
9,6.14,7.03,7.73,8.41,9.06,9.71,10.34,10.96,11.57,,,,,,,,,,,
10,5.57,6.46,7.17,7.84,8.50,9.14,9.77,10.40,11.01,11.62,,,,,,,,,,
11,5.01,5.90,6.60,7.28,7.94,8.58,9.21,9.83,10.44,11.05,11.65,,,,,,,,,
12,4.45,5.33,6.04,6.71,7.37,8.02,8.65,9.27,9.88,10.49,11.09,11.68,,,,,,,,
13,3.88,4.77,5.47,6.15,6.81,7.45,8.08,8.70,9.32,9.92,10.52,11.12,11.71,,,,,,,
14,3.32,4.21,4.91,5.59,6.24,6.89,7.52,8.14,8.75,9.36,9.96,10.56,11.15,11.74,,,,,,
15,2.76,3.64,4.35,5.02,5.68,6.32,6.95,7.58,8.19,8.80,9.40,9.99,10.58,11.17,11.76,,,,,
16,2.19,3.08,3.78,4.46,5.12,5.76,6.39,7.01,7.62,8.23,8.83,9.43,10.02,10.61,11.19,11.77,,,,
17,1.63,2.51,3.22,3.89,4.55,5.19,5.82,6.44,7.06,7.66,8.27,8.86,9.45,10.04,10.63,11.21,11.79,,,
18,1.07,1.95,2.65,3.32,3.97,4.62,5.24,5.86,6.48,7.08,7.68,8.28,8.87,9.45,10.04,10.62,11.20,11.77,,
19,0.49,1.34,2.02,2.67,3.31,3.94,4.55,5.16,5.76,6.35,6.94,7.53,8.11,8.69,9.26,9.84,10.41,10.98,11.54,
20,0.00,0.63,1.13,1.63,2.13,2.63,3.13,3.63,4.13,4.63,5.13,5.63,6.13,6.63,7.13,7.63,8.13,8.63,9.13,9.63
