i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.55,,,,,,,,,,,,,,,,,,,
2,9.99,10.82,,,,,,,,,,,,,,,,,,
3,9.42,10.25,10.97,,,,,,,,,,,,,,,,,
4,8.86,9.69,10.41,11.09,,,,,,,,,,,,,,,,
5,8.29,9.13,9.84,10.53,11.19,,,,,,,,,,,,,,,
6,7.73,8.56,9.28,9.96,10.62,11.27,,,,,,,,,,,,,,
7,7.17,8.00,8.72,9.40,10.06,10.71,11.34,,,,,,,,,,,,,
8,6.60,7.44,8.15,8.83,9.50,10.14,10.78,11.40,,,,,,,,,,,,
9,6.04,6.87,7.59,8.27,8.93,9.58,10.21,10.84,11.45,,,,,,,,,,,
10,5.47,6.31,7.02,7.71,8.37,9.01,9.65,10.27,10.89,11.50,,,,,,,,,,
11,4.91,5.74,6.46,7.14,7.80,8.45,9.08,9.71,10.32,10.93,11.54,,,,,,,,,
12,4.35,5.18,5.90,6.58,7.24,7.89,8.52,9.15,9.76,10.37,10.97,11.57,,,,,,,,
13,3.78,4.62,5.33,6.01,6.68,7.32,7.96,8.58,9.20,9.81,10.41,11.01,11.60,,,,,,,
14,3.22,4.05,4.77,5.45,6.11,6.76,7.39,8.02,8.63,9.24,9.84,10.44,11.04,11.62,,,,,,
15,2.65,3.49,4.20,4.89,5.55,6.19,6.83,7.45,8.07,8.68,9.28,9.88,10.47,11.06,11.65,,,,,
16,2.09,2.92,3.64,4.32,4.98,5.63,6.26,6.89,7.50,8.11,8.72,9.31,9.91,10.50,11.08,11.66,,,,
17,1.53,2.36,3.07,3.76,4.42,5.06,5.70,6.32,6.94,7.55,8.15,8.75,9.34,9.93,10.51,11.10,11.68,,,
18,0.96,1.79,2.51,3.18,3.84,4.49,5.12,5.74,6.36,6.96,7.56,8.16,8.75,9.34,9.93,10.51,11.09,11.66,,
19,0.42,1.19,1.88,2.54,3.19,3.81,4.43,5.04,5.64,6.24,6.83,7.42,8.00,8.58,9.16,9.73,10.30,10.87,11.44,
20,0.00,0.54,1.04,1.54,2.04,2.54,3.04,3.54,4.04,4.54,5.04,5.54,6.04,6.54,7.04,7.54,8.04,8.54,9.04,9.54
