i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.27,,,,,,,,,,,,,,,,,,
2,1.27,2.30,,,,,,,,,,,,,,,,,
3,1.27,2.30,3.33,,,,,,,,,,,,,,,,
4,1.27,2.30,3.33,4.37,,,,,,,,,,,,,,,
5,1.27,2.30,3.33,4.37,5.41,,,,,,,,,,,,,,
6,1.27,2.30,3.33,4.37,5.41,6.45,,,,,,,,,,,,,
7,1.27,2.30,3.33,4.37,5.41,6.45,7.49,,,,,,,,,,,,
8,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,,,,,,,,,,,
9,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,9.55,,,,,,,,,,
10,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,9.55,10.59,,,,,,,,,
11,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,9.55,10.59,11.62,,,,,,,,
12,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,9.55,10.59,11.62,12.64,,,,,,,
13,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,9.55,10.59,11.62,12.64,13.67,,,,,,
14,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,9.55,10.59,11.62,12.64,13.67,14.70,,,,,
15,1.27,2.30,3.33,4.37,5.41,6.45,7.49,8.52,9.55,10.59,11.62,12.64,13.67,14.70,15.71,,,,
16,1.27,2.30,3.33,4.37,5.41,6.45,7.48,8.52,9.55,10.59,11.62,12.64,13.66,14.70,15.71,16.75,,,
17,1.27,2.29,3.33,4.36,5.39,6.43,7.47,8.51,9.54,10.57,11.60,12.62,13.65,14.68,15.71,16.73,17.75,,
18,1.20,2.23,3.23,4.26,5.30,6.33,7.37,8.39,9.43,10.45,11.47,12.51,13.53,14.54,15.56,16.59,17.61,18.62,
19,0.81,1.76,2.72,3.69,4.67,5.67,6.66,7.64,8.63,9.63,10.63,11.63,12.62,13.62,14.62,15.62,16.62,17.62,18.62
