i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.57,,,,,,,,,,,,,,,,,,
2,1.57,2.52,,,,,,,,,,,,,,,,,
3,1.57,2.52,3.58,,,,,,,,,,,,,,,,
4,1.57,2.52,3.58,4.62,,,,,,,,,,,,,,,
5,1.57,2.52,3.58,4.62,5.67,,,,,,,,,,,,,,
6,1.57,2.52,3.58,4.62,5.67,6.71,,,,,,,,,,,,,
7,1.57,2.52,3.58,4.62,5.67,6.71,7.75,,,,,,,,,,,,
8,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,,,,,,,,,,,
9,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.81,,,,,,,,,,
10,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.81,10.84,,,,,,,,,
11,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.81,10.84,11.87,,,,,,,,
12,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.81,10.84,11.87,12.89,,,,,,,
13,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.81,10.84,11.87,12.89,13.93,,,,,,
14,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.81,10.84,11.87,12.89,13.93,14.95,,,,,
15,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.81,10.84,11.87,12.89,13.93,14.95,15.97,,,,
16,1.57,2.52,3.58,4.62,5.67,6.71,7.75,8.78,9.80,10.84,11.87,12.89,13.92,14.95,15.97,16.99,,,
17,1.56,2.51,3.56,4.62,5.66,6.70,7.73,8.77,9.79,10.82,11.86,12.88,13.90,14.93,15.96,16.98,18.00,,
18,1.51,2.43,3.48,4.51,5.55,6.58,7.62,8.65,9.68,10.71,11.73,12.76,13.78,14.80,15.82,16.84,17.86,18.88,
19,1.00,1.98,2.95,3.93,4.92,5.91,6.89,7.89,8.88,9.88,10.88,11.88,12.87,13.87,14.87,15.87,16.87,17.86,18.86
