i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.47,,,,,,,,,,,,,,,,,,
2,1.47,2.36,,,,,,,,,,,,,,,,,
3,1.47,2.36,3.39,,,,,,,,,,,,,,,,
4,1.47,2.36,3.39,4.44,,,,,,,,,,,,,,,
5,1.47,2.36,3.39,4.44,5.48,,,,,,,,,,,,,,
6,1.47,2.36,3.39,4.44,5.48,6.51,,,,,,,,,,,,,
7,1.47,2.36,3.39,4.44,5.48,6.51,7.55,,,,,,,,,,,,
8,1.47,2.36,3.39,4.44,5.48,6.51,7.55,8.59,,,,,,,,,,,
9,1.47,2.36,3.39,4.44,5.48,6.51,7.55,8.59,9.62,,,,,,,,,,
10,1.47,2.36,3.39,4.44,5.48,6.51,7.55,8.59,9.62,10.65,,,,,,,,,
11,1.47,2.36,3.39,4.44,5.48,6.51,7.55,8.59,9.62,10.65,11.68,,,,,,,,
12,1.47,2.36,3.39,4.44,5.48,6.51,7.55,8.59,9.62,10.65,11.68,12.71,,,,,,,
13,1.47,2.36,3.39,4.44,5.48,6.51,7.55,8.59,9.62,10.65,11.68,12.71,13.74,,,,,,
14,1.47,2.36,3.39,4.44,5.48,6.51,7.55,8.59,9.62,10.65,11.68,12.71,13.74,14.77,,,,,
15,1.47,2.36,3.39,4.43,5.47,6.51,7.55,8.59,9.62,10.65,11.68,12.71,13.74,14.76,15.79,,,,
16,1.46,2.36,3.39,4.43,5.47,6.51,7.55,8.58,9.62,10.65,11.68,12.71,13.74,14.76,15.79,16.81,,,
17,1.46,2.35,3.39,4.42,5.46,6.50,7.54,8.57,9.61,10.64,11.67,12.70,13.72,14.75,15.77,16.79,17.82,,
18,1.42,2.29,3.30,4.33,5.37,6.40,7.43,8.46,9.49,10.52,11.54,12.57,13.59,14.61,15.64,16.66,17.68,18.70,
19,0.87,1.82,2.78,3.76,4.74,5.73,6.72,7.71,8.70,9.70,10.70,11.70,12.69,13.69,14.69,15.69,16.69,17.69,18.69
