i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.68,,,,,,,,,,,,,,,,,,,
2,10.12,11.03,,,,,,,,,,,,,,,,,,
3,9.56,10.46,11.16,,,,,,,,,,,,,,,,,
4,8.99,9.90,10.60,11.27,,,,,,,,,,,,,,,,
5,8.43,9.33,10.03,10.71,11.37,,,,,,,,,,,,,,,
6,7.86,8.77,9.47,10.15,10.80,11.44,,,,,,,,,,,,,,
7,7.30,8.21,8.91,9.58,10.24,10.88,11.51,,,,,,,,,,,,,
8,6.74,7.64,8.34,9.02,9.67,10.32,10.95,11.57,,,,,,,,,,,,
9,6.17,7.08,7.78,8.45,9.11,9.75,10.38,11.00,11.62,,,,,,,,,,,
10,5.61,6.51,7.21,7.89,8.55,9.19,9.82,10.44,11.05,11.66,,,,,,,,,,
11,5.04,5.95,6.65,7.33,7.98,8.62,9.25,9.87,10.49,11.09,11.69,,,,,,,,,
12,4.48,5.39,6.09,6.76,7.42,8.06,8.69,9.31,9.92,10.53,11.13,11.73,,,,,,,,
13,3.92,4.82,5.52,6.20,6.85,7.50,8.13,8.75,9.36,9.97,10.57,11.16,11.75,,,,,,,
14,3.35,4.26,4.96,5.63,6.29,6.93,7.56,8.18,8.80,9.40,10.00,10.60,11.19,11.78,,,,,,
15,2.79,3.69,4.40,5.07,5.73,6.37,7.00,7.62,8.23,8.84,9.44,10.03,10.62,11.21,11.80,,,,,
16,2.22,3.13,3.83,4.51,5.16,5.80,6.43,7.05,7.67,8.27,8.87,9.47,10.06,10.65,11.23,11.81,,,,
17,1.66,2.56,3.27,3.94,4.60,5.24,5.87,6.49,7.10,7.71,8.31,8.90,9.49,10.08,10.66,11.25,11.82,,,
18,1.10,2.00,2.70,3.37,4.02,4.66,5.29,5.91,6.52,7.12,7.72,8.32,8.91,9.49,10.08,10.66,11.23,11.81,,
19,0.51,1.39,2.07,2.72,3.36,3.98,4.59,5.20,5.80,6.39,6.98,7.57,8.15,8.73,9.30,9.88,10.45,11.02,11.58,
20,0.00,0.66,1.16,1.66,2.16,2.66,3.16,3.66,4.16,4.66,5.16,5.66,6.16,6.66,7.16,7.66,8.16,8.66,9.16,9.66
