i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.86,,,,,,,,,,,,,,,,,,,
2,10.30,11.41,,,,,,,,,,,,,,,,,,
3,9.73,10.85,11.54,,,,,,,,,,,,,,,,,
4,9.17,10.29,10.97,11.64,,,,,,,,,,,,,,,,
5,8.61,9.72,10.41,11.07,11.72,,,,,,,,,,,,,,,
6,8.04,9.16,9.85,10.51,11.15,11.79,,,,,,,,,,,,,,
7,7.48,8.59,9.28,9.94,10.59,11.22,11.84,,,,,,,,,,,,,
8,6.91,8.03,8.72,9.38,10.03,10.66,11.28,11.90,,,,,,,,,,,,
9,6.35,7.47,8.15,8.82,9.46,10.09,10.72,11.33,11.94,,,,,,,,,,,
10,5.79,6.90,7.59,8.25,8.90,9.53,10.15,10.77,11.37,11.98,,,,,,,,,,
11,5.22,6.34,7.03,7.69,8.33,8.97,9.59,10.20,10.81,11.41,12.01,,,,,,,,,
12,4.66,5.77,6.46,7.13,7.77,8.40,9.03,9.64,10.25,10.85,11.44,12.04,,,,,,,,
13,4.10,5.21,5.90,6.56,7.21,7.84,8.46,9.08,9.68,10.28,10.88,11.47,12.06,,,,,,,
14,3.53,4.65,5.33,6.00,6.64,7.28,7.90,8.51,9.12,9.72,10.32,10.91,11.50,12.08,,,,,,
15,2.97,4.08,4.77,5.43,6.08,6.71,7.33,7.95,8.55,9.16,9.75,10.34,10.93,11.52,12.10,,,,,
16,2.40,3.52,4.21,4.87,5.51,6.15,6.77,7.38,7.99,8.59,9.19,9.78,10.37,10.95,11.54,12.12,,,,
17,1.84,2.95,3.64,4.30,4.95,5.58,6.20,6.82,7.42,8.02,8.62,9.21,9.80,10.39,10.97,11.55,12.12,,,
18,1.28,2.38,3.07,3.73,4.37,5.00,5.62,6.23,6.84,7.44,8.04,8.63,9.21,9.80,10.38,10.96,11.53,12.11,,
19,0.69,1.78,2.43,3.07,3.70,4.31,4.92,5.52,6.11,6.70,7.29,7.87,8.45,9.03,9.60,10.17,10.74,11.31,11.87,
20,0.00,0.90,1.40,1.90,2.40,2.90,3.40,3.90,4.40,4.90,5.40,5.90,6.40,6.90,7.40,7.90,8.40,8.90,9.40,9.90
