i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.78,,,,,,,,,,,,,,,,,,
2,1.78,2.81,,,,,,,,,,,,,,,,,
3,1.78,2.81,3.88,,,,,,,,,,,,,,,,
4,1.78,2.81,3.88,4.93,,,,,,,,,,,,,,,
5,1.78,2.81,3.88,4.93,5.97,,,,,,,,,,,,,,
6,1.78,2.81,3.88,4.93,5.97,7.01,,,,,,,,,,,,,
7,1.78,2.81,3.88,4.93,5.97,7.01,8.05,,,,,,,,,,,,
8,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,,,,,,,,,,,
9,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,10.12,,,,,,,,,,
10,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,10.12,11.14,,,,,,,,,
11,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,10.12,11.14,12.16,,,,,,,,
12,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,10.12,11.14,12.16,13.20,,,,,,,
13,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,10.12,11.14,12.16,13.20,14.22,,,,,,
14,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,10.12,11.14,12.16,13.20,14.22,15.24,,,,,
15,1.78,2.81,3.88,4.93,5.97,7.01,8.05,9.09,10.12,11.14,12.16,13.20,14.21,15.24,16.27,,,,
16,1.78,2.81,3.88,4.93,5.97,7.01,8.04,9.08,10.11,11.13,12.16,13.20,14.21,15.24,16.27,17.29,,,
17,1.77,2.81,3.87,4.92,5.96,7.00,8.04,9.06,10.10,11.12,12.15,13.18,14.21,15.22,16.25,17.27,18.30,,
18,1.72,2.73,3.78,4.83,5.86,6.89,7.92,8.96,9.98,11.01,12.03,13.05,14.07,15.10,16.11,17.14,18.16,19.17,
19,1.28,2.27,3.25,4.22,5.21,6.20,7.18,8.19,9.18,10.18,11.16,12.16,13.16,14.15,15.15,16.16,17.16,18.15,19.15
