i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.70,,,,,,,,,,,,,,,,,,,
2,10.13,11.05,,,,,,,,,,,,,,,,,,
3,9.57,10.48,11.18,,,,,,,,,,,,,,,,,
4,9.01,9.92,10.62,11.29,,,,,,,,,,,,,,,,
5,8.44,9.35,10.05,10.73,11.38,,,,,,,,,,,,,,,
6,7.88,8.79,9.49,10.16,10.82,11.46,,,,,,,,,,,,,,
7,7.31,8.23,8.93,9.60,10.26,10.90,11.53,,,,,,,,,,,,,
8,6.75,7.66,8.36,9.04,9.69,10.33,10.96,11.58,,,,,,,,,,,,
9,6.19,7.10,7.80,8.47,9.13,9.77,10.40,11.02,11.63,,,,,,,,,,,
10,5.62,6.53,7.23,7.91,8.56,9.21,9.84,10.46,11.07,11.67,,,,,,,,,,
11,5.06,5.97,6.67,7.35,8.00,8.64,9.27,9.89,10.50,11.11,11.71,,,,,,,,,
12,4.49,5.41,6.11,6.78,7.44,8.08,8.71,9.33,9.94,10.55,11.15,11.74,,,,,,,,
13,3.93,4.84,5.54,6.22,6.87,7.51,8.14,8.76,9.38,9.98,10.58,11.18,11.77,,,,,,,
14,3.37,4.28,4.98,5.65,6.31,6.95,7.58,8.20,8.81,9.42,10.02,10.61,11.20,11.79,,,,,,
15,2.80,3.71,4.41,5.09,5.75,6.39,7.02,7.64,8.25,8.85,9.45,10.05,10.64,11.23,11.81,,,,,
16,2.24,3.15,3.85,4.53,5.18,5.82,6.45,7.07,7.68,8.29,8.89,9.48,10.08,10.66,11.25,11.83,,,,
17,1.67,2.58,3.28,3.96,4.61,5.26,5.88,6.50,7.12,7.72,8.32,8.92,9.51,10.10,10.68,11.26,11.84,,,
18,1.11,2.02,2.71,3.39,4.04,4.68,5.31,5.92,6.53,7.14,7.74,8.33,8.92,9.51,10.09,10.67,11.25,11.82,,
19,0.52,1.41,2.08,2.74,3.37,4.00,4.61,5.22,5.82,6.41,7.00,7.58,8.16,8.74,9.32,9.89,10.46,11.03,11.60,
20,0.00,0.67,1.17,1.67,2.17,2.67,3.17,3.67,4.17,4.67,5.17,5.67,6.17,6.67,7.17,7.67,8.17,8.67,9.17,9.67
