i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.52,,,,,,,,,,,,,,,,,,
2,1.52,2.44,,,,,,,,,,,,,,,,,
3,1.52,2.44,3.48,,,,,,,,,,,,,,,,
4,1.52,2.44,3.48,4.54,,,,,,,,,,,,,,,
5,1.52,2.44,3.48,4.54,5.58,,,,,,,,,,,,,,
6,1.52,2.44,3.48,4.54,5.58,6.62,,,,,,,,,,,,,
7,1.52,2.44,3.48,4.54,5.58,6.62,7.66,,,,,,,,,,,,
8,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,,,,,,,,,,,
9,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,9.72,,,,,,,,,,
10,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,9.72,10.76,,,,,,,,,
11,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,9.72,10.76,11.79,,,,,,,,
12,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,9.72,10.76,11.79,12.80,,,,,,,
13,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,9.72,10.76,11.79,12.80,13.84,,,,,,
14,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,9.72,10.76,11.79,12.80,13.84,14.86,,,,,
15,1.52,2.44,3.48,4.54,5.58,6.62,7.66,8.69,9.72,10.76,11.79,12.80,13.84,14.86,15.88,,,,
16,1.52,2.44,3.48,4.54,5.58,6.62,7.65,8.69,9.71,10.74,11.78,12.80,13.84,14.86,15.88,16.91,,,
17,1.51,2.43,3.48,4.53,5.57,6.61,7.64,8.68,9.71,10.73,11.77,12.79,13.82,14.85,15.87,16.89,17.91,,
18,1.47,2.36,3.40,4.43,5.46,6.50,7.54,8.56,9.59,10.62,11.64,12.66,13.69,14.71,15.73,16.75,17.77,18.79,
19,0.93,1.90,2.87,3.85,4.83,5.82,6.81,7.80,8.79,9.79,10.79,11.79,12.79,13.79,14.79,15.79,16.78,17.78,18.78
