i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.63,,,,,,,,,,,,,,,,,,,
2,10.07,10.95,,,,,,,,,,,,,,,,,,
3,9.51,10.39,11.09,,,,,,,,,,,,,,,,,
4,8.94,9.82,10.53,11.20,,,,,,,,,,,,,,,,
5,8.38,9.26,9.96,10.64,11.30,,,,,,,,,,,,,,,
6,7.82,8.70,9.40,10.08,10.74,11.38,,,,,,,,,,,,,,
7,7.25,8.13,8.83,9.51,10.17,10.81,11.45,,,,,,,,,,,,,
8,6.69,7.57,8.27,8.95,9.61,10.25,10.88,11.50,,,,,,,,,,,,
9,6.12,7.00,7.71,8.38,9.04,9.69,10.32,10.94,11.55,,,,,,,,,,,
10,5.56,6.44,7.14,7.82,8.48,9.12,9.75,10.38,10.99,11.60,,,,,,,,,,
11,5.00,5.88,6.58,7.26,7.92,8.56,9.19,9.81,10.43,11.03,11.63,,,,,,,,,
12,4.43,5.31,6.01,6.69,7.35,7.99,8.63,9.25,9.86,10.47,11.07,11.67,,,,,,,,
13,3.87,4.75,5.45,6.13,6.79,7.43,8.06,8.68,9.30,9.90,10.51,11.10,11.69,,,,,,,
14,3.30,4.18,4.89,5.56,6.22,6.87,7.50,8.12,8.73,9.34,9.94,10.54,11.13,11.72,,,,,,
15,2.74,3.62,4.32,5.00,5.66,6.30,6.93,7.56,8.17,8.78,9.38,9.97,10.57,11.16,11.74,,,,,
16,2.18,3.06,3.76,4.44,5.10,5.74,6.37,6.99,7.61,8.21,8.81,9.41,10.00,10.59,11.18,11.76,,,,
17,1.61,2.49,3.19,3.87,4.53,5.17,5.80,6.43,7.04,7.65,8.25,8.84,9.43,10.02,10.61,11.19,11.77,,,
18,1.05,1.93,2.62,3.30,3.95,4.60,5.22,5.84,6.46,7.06,7.66,8.26,8.85,9.44,10.02,10.60,11.18,11.75,,
19,0.48,1.31,2.00,2.65,3.29,3.92,4.53,5.14,5.74,6.34,6.92,7.51,8.09,8.67,9.25,9.82,10.39,10.96,11.53,
20,0.00,0.61,1.11,1.61,2.11,2.61,3.11,3.61,4.11,4.61,5.11,5.61,6.11,6.61,7.11,7.61,8.11,8.61,9.11,9.61
