i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.53,,,,,,,,,,,,,,,,,,,
2,9.96,10.79,,,,,,,,,,,,,,,,,,
3,9.40,10.22,10.94,,,,,,,,,,,,,,,,,
4,8.84,9.66,10.38,11.06,,,,,,,,,,,,,,,,
5,8.27,9.09,9.81,10.50,11.16,,,,,,,,,,,,,,,
6,7.71,8.53,9.25,9.93,10.60,11.24,,,,,,,,,,,,,,
7,7.14,7.97,8.69,9.37,10.03,10.68,11.32,,,,,,,,,,,,,
8,6.58,7.40,8.12,8.81,9.47,10.12,10.75,11.38,,,,,,,,,,,,
9,6.02,6.84,7.56,8.24,8.91,9.55,10.19,10.81,11.43,,,,,,,,,,,
10,5.45,6.27,6.99,7.68,8.34,8.99,9.62,10.25,10.86,11.47,,,,,,,,,,
11,4.89,5.71,6.43,7.11,7.78,8.42,9.06,9.68,10.30,10.91,11.51,,,,,,,,,
12,4.32,5.15,5.87,6.55,7.21,7.86,8.50,9.12,9.74,10.35,10.95,11.55,,,,,,,,
13,3.76,4.58,5.30,5.99,6.65,7.30,7.93,8.56,9.17,9.78,10.39,10.98,11.58,,,,,,,
14,3.20,4.02,4.74,5.42,6.09,6.73,7.37,7.99,8.61,9.22,9.82,10.42,11.01,11.60,,,,,,
15,2.63,3.45,4.18,4.86,5.52,6.17,6.80,7.43,8.04,8.65,9.26,9.86,10.45,11.04,11.62,,,,,
16,2.07,2.89,3.61,4.29,4.96,5.60,6.24,6.86,7.48,8.09,8.69,9.29,9.88,10.47,11.06,11.64,,,,
17,1.51,2.33,3.05,3.73,4.39,5.04,5.67,6.30,6.91,7.52,8.13,8.72,9.32,9.91,10.49,11.07,11.65,,,
18,0.94,1.76,2.48,3.16,3.82,4.46,5.09,5.72,6.33,6.94,7.54,8.14,8.73,9.32,9.90,10.49,11.06,11.64,,
19,0.40,1.16,1.85,2.52,3.16,3.79,4.41,5.02,5.62,6.22,6.81,7.39,7.98,8.56,9.13,9.71,10.28,10.85,11.42,
20,0.00,0.52,1.02,1.52,2.02,2.52,3.02,3.52,4.02,4.52,5.02,5.52,6.02,6.52,7.02,7.52,8.02,8.52,9.02,9.52
