i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.86,,,,,,,,,,,,,,,,,,,
2,9.34,10.28,,,,,,,,,,,,,,,,,,
3,8.82,9.76,10.44,,,,,,,,,,,,,,,,,
4,8.31,9.24,9.92,10.57,,,,,,,,,,,,,,,,
5,7.79,8.73,9.40,10.05,10.68,,,,,,,,,,,,,,,
6,7.27,8.21,8.88,9.53,10.17,10.78,,,,,,,,,,,,,,
7,6.75,7.69,8.37,9.02,9.65,10.27,10.88,,,,,,,,,,,,,
8,6.24,7.18,7.85,8.50,9.13,9.75,10.36,10.96,,,,,,,,,,,,
9,5.72,6.66,7.33,7.98,8.61,9.23,9.84,10.44,11.04,,,,,,,,,,,
10,5.20,6.14,6.82,7.47,8.10,8.72,9.32,9.93,10.52,11.11,,,,,,,,,,
11,4.69,5.62,6.30,6.95,7.58,8.20,8.81,9.41,10.00,10.59,11.18,,,,,,,,,
12,4.17,5.11,5.78,6.43,7.06,7.68,8.29,8.89,9.49,10.08,10.66,11.24,,,,,,,,
13,3.65,4.59,5.27,5.91,6.55,7.16,7.77,8.37,8.97,9.56,10.15,10.73,11.31,,,,,,,
14,3.13,4.07,4.75,5.40,6.03,6.65,7.26,7.86,8.45,9.04,9.63,10.21,10.79,11.36,,,,,,
15,2.62,3.56,4.23,4.88,5.51,6.13,6.74,7.34,7.94,8.53,9.11,9.69,10.27,10.85,11.42,,,,,
16,2.10,3.04,3.71,4.36,4.99,5.61,6.22,6.82,7.42,8.01,8.59,9.18,9.75,10.33,10.90,11.47,,,,
17,1.58,2.52,3.20,3.84,4.48,5.09,5.70,6.30,6.90,7.49,8.07,8.66,9.23,9.81,10.38,10.95,11.52,,,
18,1.07,2.00,2.67,3.32,3.95,4.57,5.17,5.77,6.37,6.96,7.54,8.12,8.70,9.27,9.85,10.42,10.98,11.55,,
19,0.54,1.46,2.11,2.74,3.35,3.96,4.55,5.14,5.73,6.31,6.88,7.46,8.03,8.60,9.16,9.72,10.29,10.85,11.40,
20,0.00,0.73,1.23,1.73,2.23,2.73,3.23,3.73,4.23,4.73,5.23,5.73,6.23,6.73,7.23,7.73,8.23,8.73,9.23,9.73
