i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.76,,,,,,,,,,,,,,,,,,,
2,10.19,11.14,,,,,,,,,,,,,,,,,,
3,9.63,10.57,11.27,,,,,,,,,,,,,,,,,
4,9.06,10.01,10.71,11.38,,,,,,,,,,,,,,,,
5,8.50,9.45,10.14,10.82,11.47,,,,,,,,,,,,,,,
6,7.94,8.88,9.58,10.25,10.91,11.54,,,,,,,,,,,,,,
7,7.37,8.32,9.02,9.69,10.34,10.98,11.61,,,,,,,,,,,,,
8,6.81,7.75,8.45,9.12,9.78,10.42,11.04,11.66,,,,,,,,,,,,
9,6.24,7.19,7.89,8.56,9.21,9.85,10.48,11.10,11.71,,,,,,,,,,,
10,5.68,6.63,7.32,8.00,8.65,9.29,9.92,10.53,11.14,11.75,,,,,,,,,,
11,5.12,6.06,6.76,7.43,8.09,8.72,9.35,9.97,10.58,11.19,11.78,,,,,,,,,
12,4.55,5.50,6.20,6.87,7.52,8.16,8.79,9.41,10.02,10.62,11.22,11.82,,,,,,,,
13,3.99,4.93,5.63,6.30,6.96,7.60,8.22,8.84,9.45,10.06,10.66,11.25,11.84,,,,,,,
14,3.42,4.37,5.07,5.74,6.39,7.03,7.66,8.28,8.89,9.49,10.09,10.69,11.28,11.86,,,,,,
15,2.86,3.81,4.50,5.18,5.83,6.47,7.10,7.71,8.32,8.93,9.53,10.12,10.71,11.30,11.88,,,,,
16,2.30,3.24,3.94,4.61,5.27,5.90,6.53,7.15,7.76,8.37,8.96,9.56,10.15,10.74,11.32,11.90,,,,
17,1.73,2.68,3.37,4.05,4.70,5.34,5.96,6.58,7.19,7.80,8.40,8.99,9.58,10.17,10.75,11.33,11.91,,,
18,1.17,2.11,2.80,3.47,4.12,4.76,5.38,6.00,6.61,7.21,7.81,8.41,8.99,9.58,10.16,10.74,11.32,11.89,,
19,0.56,1.50,2.17,2.82,3.46,4.08,4.69,5.29,5.89,6.48,7.07,7.66,8.24,8.81,9.39,9.96,10.53,11.10,11.66,
20,0.00,0.72,1.22,1.72,2.22,2.72,3.22,3.72,4.22,4.72,5.22,5.72,6.22,6.72,7.22,7.72,8.22,8.72,9.22,9.72
