i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.28,,,,,,,,,,,,,,,,,,,
2,8.79,9.58,,,,,,,,,,,,,,,,,,
3,8.30,9.08,9.75,,,,,,,,,,,,,,,,,
4,7.80,8.59,9.26,9.91,,,,,,,,,,,,,,,,
5,7.31,8.10,8.77,9.41,10.04,,,,,,,,,,,,,,,
6,6.82,7.60,8.27,8.92,9.55,10.16,,,,,,,,,,,,,,
7,6.32,7.11,7.78,8.43,9.05,9.67,10.27,,,,,,,,,,,,,
8,5.83,6.61,7.29,7.93,8.56,9.18,9.78,10.38,,,,,,,,,,,,
9,5.34,6.12,6.79,7.44,8.07,8.68,9.29,9.88,10.48,,,,,,,,,,,
10,4.84,5.63,6.30,6.94,7.57,8.19,8.79,9.39,9.98,10.57,,,,,,,,,,
11,4.35,5.13,5.81,6.45,7.08,7.69,8.30,8.90,9.49,10.08,10.66,,,,,,,,,
12,3.86,4.64,5.31,5.96,6.59,7.20,7.81,8.40,9.00,9.58,10.16,10.74,,,,,,,,
13,3.36,4.15,4.82,5.46,6.09,6.71,7.31,7.91,8.50,9.09,9.67,10.25,10.82,,,,,,,
14,2.87,3.65,4.32,4.97,5.60,6.21,6.82,7.42,8.01,8.59,9.18,9.75,10.33,10.90,,,,,,
15,2.38,3.16,3.83,4.48,5.11,5.72,6.33,6.92,7.52,8.10,8.68,9.26,9.84,10.41,10.98,,,,,
16,1.88,2.67,3.34,3.98,4.61,5.23,5.83,6.43,7.02,7.61,8.19,8.77,9.34,9.91,10.48,11.05,,,,
17,1.39,2.17,2.84,3.49,4.12,4.73,5.34,5.94,6.53,7.11,7.69,8.27,8.85,9.42,9.99,10.55,11.12,,,
18,0.90,1.68,2.35,2.99,3.62,4.23,4.83,5.43,6.02,6.61,7.19,7.76,8.34,8.91,9.48,10.04,10.61,11.17,,
19,0.41,1.16,1.81,2.44,3.06,3.66,4.25,4.84,5.42,6.00,6.57,7.14,7.71,8.27,8.84,9.40,9.96,10.51,11.07,
20,0.00,0.56,1.06,1.56,2.06,2.56,3.06,3.56,4.06,4.56,5.06,5.56,6.06,6.56,7.06,7.56,8.06,8.56,9.06,9.56
