i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.79,,,,,,,,,,,,,,,,,,,
2,10.22,11.19,,,,,,,,,,,,,,,,,,
3,9.66,10.63,11.32,,,,,,,,,,,,,,,,,
4,9.09,10.06,10.76,11.43,,,,,,,,,,,,,,,,
5,8.53,9.50,10.19,10.87,11.52,,,,,,,,,,,,,,,
6,7.97,8.94,9.63,10.30,10.95,11.59,,,,,,,,,,,,,,
7,7.40,8.37,9.07,9.74,10.39,11.03,11.65,,,,,,,,,,,,,
8,6.84,7.81,8.50,9.17,9.82,10.46,11.09,11.71,,,,,,,,,,,,
9,6.27,7.24,7.94,8.61,9.26,9.90,10.52,11.14,11.75,,,,,,,,,,,
10,5.71,6.68,7.38,8.05,8.70,9.33,9.96,10.58,11.19,11.79,,,,,,,,,,
11,5.15,6.12,6.81,7.48,8.13,8.77,9.40,10.01,10.62,11.23,11.83,,,,,,,,,
12,4.58,5.55,6.25,6.92,7.57,8.21,8.83,9.45,10.06,10.66,11.26,11.86,,,,,,,,
13,4.02,4.99,5.68,6.35,7.00,7.64,8.27,8.89,9.50,10.10,10.70,11.29,11.88,,,,,,,
14,3.45,4.42,5.12,5.79,6.44,7.08,7.70,8.32,8.93,9.54,10.14,10.73,11.32,11.91,,,,,,
15,2.89,3.86,4.56,5.23,5.88,6.51,7.14,7.76,8.37,8.97,9.57,10.17,10.76,11.34,11.92,,,,,
16,2.33,3.30,3.99,4.66,5.31,5.95,6.58,7.19,7.80,8.41,9.01,9.60,10.19,10.78,11.36,11.94,,,,
17,1.76,2.73,3.43,4.10,4.75,5.38,6.01,6.63,7.24,7.84,8.44,9.03,9.62,10.21,10.79,11.37,11.95,,,
18,1.20,2.16,2.85,3.52,4.17,4.81,5.43,6.05,6.65,7.26,7.85,8.45,9.04,9.62,10.20,10.78,11.36,11.93,,
19,0.59,1.55,2.22,2.87,3.50,4.12,4.73,5.34,5.93,6.52,7.11,7.70,8.28,8.85,9.43,10.00,10.57,11.14,11.70,
20,0.00,0.76,1.26,1.76,2.26,2.76,3.26,3.76,4.26,4.76,5.26,5.76,6.26,6.76,7.26,7.76,8.26,8.76,9.26,9.76
