i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.05,,,,,,,,,,,,,,,,,,
2,1.05,2.14,,,,,,,,,,,,,,,,,
3,1.05,2.14,3.13,,,,,,,,,,,,,,,,
4,1.05,2.14,3.13,4.15,,,,,,,,,,,,,,,
5,1.05,2.14,3.13,4.15,5.19,,,,,,,,,,,,,,
6,1.05,2.14,3.13,4.15,5.19,6.22,,,,,,,,,,,,,
7,1.05,2.14,3.13,4.15,5.19,6.22,7.26,,,,,,,,,,,,
8,1.05,2.14,3.13,4.15,5.19,6.22,7.26,8.29,,,,,,,,,,,
9,1.05,2.14,3.13,4.15,5.19,6.22,7.26,8.29,9.32,,,,,,,,,,
10,1.05,2.14,3.13,4.15,5.19,6.22,7.26,8.29,9.32,10.36,,,,,,,,,
11,1.05,2.14,3.13,4.15,5.19,6.22,7.26,8.29,9.32,10.36,11.39,,,,,,,,
12,1.05,2.14,3.13,4.15,5.19,6.22,7.26,8.29,9.32,10.36,11.39,12.42,,,,,,,
13,1.05,2.14,3.13,4.15,5.19,6.22,7.25,8.29,9.32,10.36,11.39,12.42,13.44,,,,,,
14,1.05,2.14,3.13,4.15,5.18,6.22,7.25,8.29,9.32,10.36,11.39,12.42,13.44,14.47,,,,,
15,1.05,2.14,3.13,4.15,5.18,6.22,7.25,8.29,9.32,10.36,11.39,12.42,13.44,14.47,15.49,,,,
16,1.05,2.14,3.13,4.15,5.18,6.22,7.25,8.29,9.32,10.35,11.38,12.41,13.44,14.47,15.49,16.52,,,
17,1.05,2.14,3.12,4.14,5.17,6.21,7.24,8.28,9.31,10.34,11.37,12.40,13.43,14.45,15.48,16.50,17.52,,
18,0.98,2.07,3.04,4.06,5.08,6.11,7.14,8.17,9.20,10.22,11.25,12.27,13.30,14.32,15.34,16.36,17.39,18.40,
19,0.69,1.59,2.53,3.49,4.47,5.45,6.44,7.43,8.43,9.42,10.42,11.41,12.41,13.41,14.41,15.41,16.41,17.41,18.40
