i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.47,,,,,,,,,,,,,,,,,,
2,1.47,2.37,,,,,,,,,,,,,,,,,
3,1.47,2.37,3.40,,,,,,,,,,,,,,,,
4,1.47,2.37,3.40,4.46,,,,,,,,,,,,,,,
5,1.47,2.37,3.40,4.46,5.50,,,,,,,,,,,,,,
6,1.47,2.37,3.40,4.46,5.50,6.53,,,,,,,,,,,,,
7,1.47,2.37,3.40,4.46,5.50,6.53,7.57,,,,,,,,,,,,
8,1.47,2.37,3.40,4.46,5.50,6.53,7.57,8.61,,,,,,,,,,,
9,1.47,2.37,3.40,4.46,5.50,6.53,7.57,8.61,9.63,,,,,,,,,,
10,1.47,2.37,3.40,4.46,5.50,6.53,7.57,8.61,9.63,10.66,,,,,,,,,
11,1.47,2.37,3.40,4.46,5.50,6.53,7.57,8.61,9.63,10.66,11.70,,,,,,,,
12,1.47,2.37,3.40,4.46,5.50,6.53,7.57,8.61,9.63,10.66,11.70,12.72,,,,,,,
13,1.47,2.37,3.40,4.46,5.50,6.53,7.57,8.61,9.63,10.66,11.70,12.72,13.76,,,,,,
14,1.47,2.37,3.40,4.46,5.50,6.53,7.57,8.61,9.63,10.66,11.70,12.72,13.76,14.78,,,,,
15,1.47,2.37,3.40,4.45,5.49,6.53,7.57,8.61,9.63,10.66,11.70,12.72,13.76,14.78,15.80,,,,
16,1.47,2.37,3.40,4.45,5.49,6.53,7.57,8.60,9.63,10.66,11.70,12.72,13.76,14.78,15.80,16.82,,,
17,1.47,2.37,3.40,4.44,5.48,6.52,7.55,8.59,9.62,10.65,11.69,12.71,13.73,14.77,15.79,16.81,17.84,,
18,1.42,2.30,3.31,4.34,5.38,6.42,7.45,8.47,9.51,10.54,11.55,12.59,13.61,14.63,15.65,16.68,17.70,18.71,
19,0.88,1.83,2.79,3.77,4.75,5.75,6.74,7.72,8.71,9.71,10.71,11.71,12.71,13.71,14.71,15.71,16.71,17.71,18.70
