i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.80,,,,,,,,,,,,,,,,,,,
2,10.23,11.23,,,,,,,,,,,,,,,,,,
3,9.67,10.66,11.36,,,,,,,,,,,,,,,,,
4,9.11,10.10,10.79,11.46,,,,,,,,,,,,,,,,
5,8.54,9.53,10.23,10.90,11.55,,,,,,,,,,,,,,,
6,7.98,8.97,9.67,10.33,10.99,11.62,,,,,,,,,,,,,,
7,7.41,8.41,9.10,9.77,10.42,11.06,11.68,,,,,,,,,,,,,
8,6.85,7.84,8.54,9.21,9.86,10.49,11.12,11.74,,,,,,,,,,,,
9,6.29,7.28,7.97,8.64,9.29,9.93,10.56,11.17,11.78,,,,,,,,,,,
10,5.72,6.72,7.41,8.08,8.73,9.37,9.99,10.61,11.22,11.82,,,,,,,,,,
11,5.16,6.15,6.85,7.51,8.17,8.80,9.43,10.04,10.65,11.26,11.86,,,,,,,,,
12,4.60,5.59,6.28,6.95,7.60,8.24,8.86,9.48,10.09,10.69,11.29,11.89,,,,,,,,
13,4.03,5.02,5.72,6.39,7.04,7.67,8.30,8.92,9.53,10.13,10.73,11.32,11.91,,,,,,,
14,3.47,4.46,5.15,5.82,6.47,7.11,7.74,8.35,8.96,9.57,10.16,10.76,11.35,11.93,,,,,,
15,2.90,3.90,4.59,5.26,5.91,6.55,7.17,7.79,8.40,9.00,9.60,10.19,10.78,11.37,11.95,,,,,
16,2.34,3.33,4.03,4.69,5.35,5.98,6.61,7.22,7.83,8.44,9.04,9.63,10.22,10.81,11.39,11.97,,,,
17,1.77,2.77,3.46,4.13,4.78,5.42,6.04,6.66,7.27,7.87,8.47,9.06,9.65,10.24,10.82,11.40,11.98,,,
18,1.22,2.20,2.89,3.55,4.20,4.84,5.46,6.08,6.68,7.29,7.88,8.48,9.06,9.65,10.23,10.81,11.39,11.96,,
19,0.61,1.59,2.26,2.90,3.53,4.15,4.76,5.36,5.96,6.55,7.14,7.72,8.30,8.88,9.46,10.03,10.60,11.16,11.73,
20,0.00,0.78,1.28,1.78,2.28,2.78,3.28,3.78,4.28,4.78,5.28,5.78,6.28,6.78,7.28,7.78,8.28,8.78,9.28,9.78
