i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.59,,,,,,,,,,,,,,,,,,,
2,10.03,10.96,,,,,,,,,,,,,,,,,,
3,9.48,10.41,11.10,,,,,,,,,,,,,,,,,
4,8.92,9.85,10.55,11.22,,,,,,,,,,,,,,,,
5,8.37,9.30,9.99,10.66,11.31,,,,,,,,,,,,,,,
6,7.81,8.74,9.43,10.10,10.75,11.39,,,,,,,,,,,,,,
7,7.25,8.18,8.88,9.55,10.20,10.83,11.46,,,,,,,,,,,,,
8,6.70,7.63,8.32,8.99,9.64,10.28,10.90,11.52,,,,,,,,,,,,
9,6.14,7.07,7.77,8.43,9.08,9.72,10.35,10.96,11.57,,,,,,,,,,,
10,5.59,6.52,7.21,7.88,8.53,9.16,9.79,10.41,11.01,11.62,,,,,,,,,,
11,5.03,5.96,6.65,7.32,7.97,8.61,9.23,9.85,10.46,11.06,11.66,,,,,,,,,
12,4.47,5.40,6.10,6.77,7.42,8.05,8.68,9.29,9.90,10.50,11.10,11.69,,,,,,,,
13,3.92,4.85,5.54,6.21,6.86,7.50,8.12,8.74,9.35,9.95,10.54,11.14,11.73,,,,,,,
14,3.36,4.29,4.99,5.65,6.30,6.94,7.56,8.18,8.79,9.39,9.99,10.58,11.17,11.75,,,,,,
15,2.81,3.73,4.43,5.10,5.75,6.38,7.01,7.62,8.23,8.84,9.43,10.03,10.61,11.20,11.78,,,,,
16,2.25,3.18,3.87,4.54,5.19,5.83,6.45,7.07,7.68,8.28,8.88,9.47,10.06,10.64,11.22,11.80,,,,
17,1.69,2.62,3.32,3.98,4.63,5.27,5.89,6.51,7.12,7.72,8.32,8.91,9.50,10.08,10.66,11.24,11.82,,,
18,1.14,2.06,2.75,3.42,4.07,4.70,5.32,5.94,6.54,7.15,7.74,8.33,8.92,9.50,10.08,10.66,11.24,11.81,,
19,0.55,1.46,2.13,2.78,3.41,4.03,4.64,5.24,5.84,6.43,7.02,7.60,8.18,8.75,9.33,9.90,10.47,11.03,11.60,
20,0.00,0.71,1.21,1.71,2.21,2.71,3.21,3.71,4.21,4.71,5.21,5.71,6.21,6.71,7.21,7.71,8.21,8.71,9.21,9.71
