i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.74,,,,,,,,,,,,,,,,,,
2,1.74,2.77,,,,,,,,,,,,,,,,,
3,1.74,2.77,3.83,,,,,,,,,,,,,,,,
4,1.74,2.77,3.83,4.88,,,,,,,,,,,,,,,
5,1.74,2.77,3.83,4.88,5.92,,,,,,,,,,,,,,
6,1.74,2.77,3.83,4.88,5.92,6.96,,,,,,,,,,,,,
7,1.74,2.77,3.83,4.88,5.92,6.96,8.00,,,,,,,,,,,,
8,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,,,,,,,,,,,
9,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,10.06,,,,,,,,,,
10,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,10.06,11.09,,,,,,,,,
11,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,10.06,11.09,12.12,,,,,,,,
12,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,10.06,11.09,12.12,13.14,,,,,,,
13,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,10.06,11.09,12.12,13.14,14.17,,,,,,
14,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,10.06,11.09,12.12,13.14,14.17,15.19,,,,,
15,1.74,2.77,3.83,4.88,5.92,6.96,8.00,9.03,10.06,11.09,12.12,13.14,14.17,15.19,16.22,,,,
16,1.74,2.76,3.83,4.88,5.92,6.96,8.00,9.03,10.06,11.09,12.12,13.14,14.17,15.19,16.21,17.24,,,
17,1.73,2.76,3.82,4.87,5.91,6.95,7.99,9.02,10.05,11.08,12.10,13.13,14.15,15.18,16.20,17.22,18.24,,
18,1.68,2.67,3.73,4.77,5.81,6.84,7.87,8.90,9.93,10.95,11.98,13.00,14.02,15.04,16.06,17.08,18.10,19.12,
19,1.23,2.22,3.19,4.17,5.16,6.15,7.14,8.13,9.13,10.12,11.12,12.11,13.11,14.11,15.11,16.11,17.11,18.11,19.10
