i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.54,,,,,,,,,,,,,,,,,,,
2,9.97,10.80,,,,,,,,,,,,,,,,,,
3,9.41,10.24,10.96,,,,,,,,,,,,,,,,,
4,8.85,9.67,10.39,11.07,,,,,,,,,,,,,,,,
5,8.28,9.11,9.83,10.51,11.17,,,,,,,,,,,,,,,
6,7.72,8.54,9.26,9.95,10.61,11.26,,,,,,,,,,,,,,
7,7.15,7.98,8.70,9.38,10.04,10.69,11.33,,,,,,,,,,,,,
8,6.59,7.42,8.14,8.82,9.48,10.13,10.76,11.39,,,,,,,,,,,,
9,6.03,6.85,7.57,8.25,8.92,9.56,10.20,10.82,11.44,,,,,,,,,,,
10,5.46,6.29,7.01,7.69,8.35,9.00,9.63,10.26,10.88,11.48,,,,,,,,,,
11,4.90,5.72,6.44,7.13,7.79,8.44,9.07,9.70,10.31,10.92,11.52,,,,,,,,,
12,4.33,5.16,5.88,6.56,7.22,7.87,8.51,9.13,9.75,10.36,10.96,11.56,,,,,,,,
13,3.77,4.60,5.32,6.00,6.66,7.31,7.94,8.57,9.18,9.79,10.40,10.99,11.59,,,,,,,
14,3.21,4.03,4.75,5.43,6.10,6.74,7.38,8.00,8.62,9.23,9.83,10.43,11.02,11.61,,,,,,
15,2.64,3.47,4.19,4.87,5.53,6.18,6.81,7.44,8.06,8.66,9.27,9.87,10.46,11.05,11.63,,,,,
16,2.08,2.90,3.62,4.31,4.97,5.62,6.25,6.88,7.49,8.10,8.70,9.30,9.89,10.48,11.07,11.65,,,,
17,1.51,2.34,3.06,3.74,4.40,5.05,5.68,6.31,6.92,7.53,8.14,8.73,9.33,9.92,10.50,11.08,11.66,,,
18,0.95,1.77,2.49,3.17,3.83,4.47,5.11,5.73,6.34,6.95,7.55,8.15,8.74,9.33,9.91,10.50,11.07,11.65,,
19,0.41,1.18,1.87,2.53,3.17,3.80,4.42,5.03,5.63,6.23,6.82,7.40,7.99,8.57,9.14,9.72,10.29,10.86,11.43,
20,0.00,0.53,1.03,1.53,2.03,2.53,3.03,3.53,4.03,4.53,5.03,5.53,6.03,6.53,7.03,7.53,8.03,8.53,9.03,9.53
