i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.53,,,,,,,,,,,,,,,,,,,
2,9.97,10.79,,,,,,,,,,,,,,,,,,
3,9.40,10.23,10.95,,,,,,,,,,,,,,,,,
4,8.84,9.66,10.38,11.06,,,,,,,,,,,,,,,,
5,8.27,9.10,9.82,10.50,11.16,,,,,,,,,,,,,,,
6,7.71,8.53,9.25,9.94,10.60,11.25,,,,,,,,,,,,,,
7,7.15,7.97,8.69,9.37,10.04,10.68,11.32,,,,,,,,,,,,,
8,6.58,7.41,8.13,8.81,9.47,10.12,10.75,11.38,,,,,,,,,,,,
9,6.02,6.84,7.56,8.25,8.91,9.56,10.19,10.81,11.43,,,,,,,,,,,
10,5.45,6.28,7.00,7.68,8.34,8.99,9.63,10.25,10.87,11.48,,,,,,,,,,
11,4.89,5.71,6.43,7.12,7.78,8.43,9.06,9.69,10.30,10.91,11.52,,,,,,,,,
12,4.33,5.15,5.87,6.55,7.22,7.86,8.50,9.12,9.74,10.35,10.95,11.55,,,,,,,,
13,3.76,4.59,5.31,5.99,6.65,7.30,7.93,8.56,9.18,9.78,10.39,10.99,11.58,,,,,,,
14,3.20,4.02,4.74,5.43,6.09,6.74,7.37,8.00,8.61,9.22,9.82,10.42,11.02,11.60,,,,,,
15,2.63,3.46,4.18,4.86,5.52,6.17,6.81,7.43,8.05,8.66,9.26,9.86,10.45,11.04,11.63,,,,,
16,2.07,2.89,3.61,4.30,4.96,5.61,6.24,6.87,7.48,8.09,8.70,9.29,9.89,10.48,11.06,11.65,,,,
17,1.51,2.33,3.05,3.73,4.39,5.04,5.68,6.30,6.92,7.53,8.13,8.73,9.32,9.91,10.49,11.08,11.66,,,
18,0.95,1.76,2.48,3.16,3.82,4.46,5.10,5.72,6.33,6.94,7.54,8.14,8.73,9.32,9.91,10.49,11.07,11.64,,
19,0.40,1.17,1.86,2.52,3.16,3.79,4.41,5.02,5.62,6.22,6.81,7.40,7.98,8.56,9.14,9.71,10.28,10.85,11.42,
20,0.00,0.53,1.03,1.53,2.03,2.53,3.03,3.53,4.03,4.53,5.03,5.53,6.03,6.53,7.03,7.53,8.03,8.53,9.03,9.53
