i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.91,,,,,,,,,,,,,,,,,,,
2,10.34,11.55,,,,,,,,,,,,,,,,,,
3,9.78,10.99,11.67,,,,,,,,,,,,,,,,,
4,9.21,10.42,11.11,11.76,,,,,,,,,,,,,,,,
5,8.65,9.86,10.54,11.20,11.84,,,,,,,,,,,,,,,
6,8.09,9.30,9.98,10.64,11.28,11.91,,,,,,,,,,,,,,
7,7.52,8.73,9.41,10.07,10.72,11.34,11.96,,,,,,,,,,,,,
8,6.96,8.17,8.85,9.51,10.15,10.78,11.40,12.01,,,,,,,,,,,,
9,6.40,7.60,8.29,8.95,9.59,10.22,10.84,11.45,12.06,,,,,,,,,,,
10,5.83,7.04,7.72,8.38,9.02,9.65,10.27,10.89,11.49,12.09,,,,,,,,,,
11,5.27,6.48,7.16,7.82,8.46,9.09,9.71,10.32,10.93,11.53,12.12,,,,,,,,,
12,4.70,5.91,6.59,7.25,7.90,8.53,9.15,9.76,10.36,10.96,11.56,12.15,,,,,,,,
13,4.14,5.35,6.03,6.69,7.33,7.96,8.58,9.19,9.80,10.40,11.00,11.59,12.17,,,,,,,
14,3.58,4.78,5.47,6.13,6.77,7.40,8.02,8.63,9.24,9.84,10.43,11.02,11.61,12.19,,,,,,
15,3.01,4.22,4.90,5.56,6.20,6.83,7.45,8.07,8.67,9.27,9.87,10.46,11.05,11.63,12.21,,,,,
16,2.45,3.66,4.34,5.00,5.64,6.27,6.89,7.50,8.11,8.71,9.30,9.89,10.48,11.07,11.65,12.23,,,,
17,1.88,3.09,3.77,4.43,5.07,5.70,6.32,6.93,7.54,8.14,8.74,9.33,9.91,10.50,11.08,11.66,12.23,,,
18,1.32,2.52,3.20,3.86,4.50,5.12,5.74,6.35,6.96,7.56,8.15,8.74,9.33,9.91,10.49,11.07,11.64,12.22,,
19,0.74,1.91,2.56,3.20,3.82,4.43,5.04,5.64,6.23,6.82,7.40,7.98,8.56,9.14,9.71,10.28,10.85,11.42,11.98,
20,0.00,0.99,1.49,1.99,2.49,2.99,3.49,3.99,4.49,4.99,5.49,5.99,6.49,6.99,7.49,7.99,8.49,8.99,9.49,9.99
