i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.97,,,,,,,,,,,,,,,,,,,
2,8.50,9.31,,,,,,,,,,,,,,,,,,
3,8.02,8.84,9.50,,,,,,,,,,,,,,,,,
4,7.55,8.36,9.02,9.66,,,,,,,,,,,,,,,,
5,7.07,7.89,8.55,9.19,9.80,,,,,,,,,,,,,,,
6,6.60,7.41,8.08,8.71,9.33,9.94,,,,,,,,,,,,,,
7,6.12,6.94,7.60,8.24,8.85,9.46,10.06,,,,,,,,,,,,,
8,5.65,6.46,7.13,7.76,8.38,8.99,9.58,10.17,,,,,,,,,,,,
9,5.17,5.99,6.65,7.29,7.91,8.51,9.11,9.70,10.28,,,,,,,,,,,
10,4.70,5.51,6.18,6.81,7.43,8.04,8.63,9.22,9.81,10.39,,,,,,,,,,
11,4.23,5.04,5.70,6.34,6.96,7.56,8.16,8.75,9.34,9.92,10.49,,,,,,,,,
12,3.75,4.57,5.23,5.86,6.48,7.09,7.69,8.28,8.86,9.44,10.02,10.59,,,,,,,,
13,3.28,4.09,4.75,5.39,6.01,6.61,7.21,7.80,8.39,8.97,9.54,10.11,10.68,,,,,,,
14,2.80,3.62,4.28,4.91,5.53,6.14,6.74,7.33,7.91,8.49,9.07,9.64,10.21,10.78,,,,,,
15,2.33,3.14,3.80,4.44,5.06,5.66,6.26,6.85,7.44,8.02,8.59,9.17,9.73,10.30,10.87,,,,,
16,1.85,2.67,3.33,3.97,4.58,5.19,5.79,6.38,6.96,7.54,8.12,8.69,9.26,9.83,10.39,10.95,,,,
17,1.38,2.19,2.86,3.49,4.11,4.71,5.31,5.90,6.49,7.07,7.64,8.21,8.78,9.35,9.91,10.48,11.04,,,
18,0.91,1.72,2.38,3.01,3.63,4.23,4.83,5.42,6.00,6.58,7.16,7.73,8.30,8.86,9.43,9.99,10.55,11.10,,
19,0.44,1.23,1.87,2.49,3.09,3.69,4.27,4.85,5.43,6.00,6.57,7.14,7.70,8.26,8.82,9.37,9.93,10.48,11.03,
20,0.00,0.61,1.11,1.61,2.11,2.61,3.11,3.61,4.11,4.61,5.11,5.61,6.11,6.61,7.11,7.61,8.11,8.61,9.11,9.61
