i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.13,,,,,,,,,,,,,,,,,,
2,1.13,2.21,,,,,,,,,,,,,,,,,
3,1.13,2.21,3.21,,,,,,,,,,,,,,,,
4,1.13,2.21,3.21,4.24,,,,,,,,,,,,,,,
5,1.13,2.21,3.21,4.24,5.28,,,,,,,,,,,,,,
6,1.13,2.21,3.21,4.24,5.28,6.30,,,,,,,,,,,,,
7,1.13,2.21,3.21,4.24,5.28,6.30,7.34,,,,,,,,,,,,
8,1.13,2.21,3.21,4.24,5.28,6.30,7.34,8.38,,,,,,,,,,,
9,1.13,2.21,3.21,4.24,5.28,6.30,7.34,8.38,9.41,,,,,,,,,,
10,1.13,2.21,3.21,4.24,5.28,6.30,7.34,8.38,9.41,10.45,,,,,,,,,
11,1.13,2.21,3.21,4.24,5.28,6.30,7.34,8.38,9.41,10.45,11.47,,,,,,,,
12,1.13,2.21,3.21,4.24,5.28,6.30,7.34,8.38,9.41,10.45,11.47,12.51,,,,,,,
13,1.13,2.21,3.21,4.24,5.27,6.30,7.34,8.38,9.41,10.45,11.47,12.51,13.54,,,,,,
14,1.13,2.21,3.21,4.24,5.27,6.30,7.34,8.38,9.41,10.45,11.47,12.51,13.54,14.55,,,,,
15,1.13,2.21,3.21,4.24,5.27,6.30,7.34,8.38,9.41,10.45,11.47,12.51,13.54,14.55,15.59,,,,
16,1.13,2.21,3.21,4.24,5.26,6.30,7.34,8.38,9.41,10.45,11.47,12.51,13.53,14.55,15.58,16.61,,,
17,1.13,2.20,3.19,4.22,5.26,6.29,7.33,8.37,9.39,10.43,11.46,12.48,13.52,14.54,15.56,16.59,17.61,,
18,1.06,2.13,3.12,4.13,5.17,6.20,7.22,8.26,9.29,10.31,11.34,12.37,13.38,14.41,15.44,16.45,17.48,18.50,
19,0.73,1.66,2.60,3.57,4.54,5.54,6.53,7.51,8.51,9.51,10.51,11.50,12.50,13.49,14.49,15.49,16.50,17.49,18.49
