i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.55,,,,,,,,,,,,,,,,,,
2,1.55,2.50,,,,,,,,,,,,,,,,,
3,1.55,2.50,3.54,,,,,,,,,,,,,,,,
4,1.55,2.50,3.54,4.59,,,,,,,,,,,,,,,
5,1.55,2.50,3.54,4.59,5.63,,,,,,,,,,,,,,
6,1.55,2.50,3.54,4.59,5.63,6.67,,,,,,,,,,,,,
7,1.55,2.50,3.54,4.59,5.63,6.67,7.71,,,,,,,,,,,,
8,1.55,2.50,3.54,4.59,5.63,6.67,7.71,8.74,,,,,,,,,,,
9,1.55,2.50,3.54,4.59,5.63,6.67,7.71,8.74,9.79,,,,,,,,,,
10,1.55,2.50,3.54,4.59,5.63,6.67,7.71,8.74,9.79,10.81,,,,,,,,,
11,1.55,2.50,3.54,4.59,5.63,6.67,7.71,8.74,9.79,10.81,11.85,,,,,,,,
12,1.55,2.50,3.54,4.59,5.63,6.67,7.71,8.74,9.79,10.81,11.85,12.87,,,,,,,
13,1.55,2.50,3.54,4.59,5.63,6.67,7.71,8.74,9.79,10.81,11.85,12.87,13.89,,,,,,
14,1.55,2.50,3.54,4.59,5.63,6.67,7.71,8.74,9.79,10.81,11.85,12.87,13.89,14.92,,,,,
15,1.55,2.49,3.54,4.59,5.63,6.67,7.71,8.74,9.79,10.81,11.85,12.87,13.89,14.92,15.95,,,,
16,1.55,2.49,3.54,4.59,5.63,6.67,7.71,8.74,9.78,10.81,11.84,12.87,13.89,14.92,15.94,16.96,,,
17,1.54,2.48,3.54,4.58,5.62,6.67,7.71,8.73,9.77,10.79,11.82,12.86,13.88,14.90,15.93,16.95,17.97,,
18,1.50,2.41,3.45,4.49,5.53,6.55,7.59,8.62,9.65,10.68,11.71,12.72,13.75,14.77,15.79,16.81,17.83,18.85,
19,0.98,1.96,2.92,3.90,4.88,5.88,6.87,7.87,8.86,9.86,10.85,11.85,12.85,13.85,14.84,15.84,16.84,17.84,18.84
