i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.88,,,,,,,,,,,,,,,,,,,
2,10.31,11.45,,,,,,,,,,,,,,,,,,
3,9.75,10.89,11.57,,,,,,,,,,,,,,,,,
4,9.18,10.32,11.01,11.67,,,,,,,,,,,,,,,,
5,8.62,9.76,10.45,11.11,11.75,,,,,,,,,,,,,,,
6,8.06,9.20,9.88,10.54,11.19,11.82,,,,,,,,,,,,,,
7,7.49,8.63,9.32,9.98,10.63,11.26,11.88,,,,,,,,,,,,,
8,6.93,8.07,8.76,9.42,10.06,10.69,11.31,11.93,,,,,,,,,,,,
9,6.36,7.51,8.19,8.85,9.50,10.13,10.75,11.36,11.97,,,,,,,,,,,
10,5.80,6.94,7.63,8.29,8.93,9.56,10.19,10.80,11.41,12.01,,,,,,,,,,
11,5.24,6.38,7.06,7.72,8.37,9.00,9.62,10.24,10.84,11.44,12.04,,,,,,,,,
12,4.67,5.81,6.50,7.16,7.81,8.44,9.06,9.67,10.28,10.88,11.48,12.07,,,,,,,,
13,4.11,5.25,5.94,6.60,7.24,7.87,8.49,9.11,9.72,10.32,10.91,11.50,12.09,,,,,,,
14,3.54,4.69,5.37,6.03,6.68,7.31,7.93,8.54,9.15,9.75,10.35,10.94,11.53,12.11,,,,,,
15,2.98,4.12,4.81,5.47,6.11,6.75,7.37,7.98,8.59,9.19,9.78,10.38,10.96,11.55,12.13,,,,,
16,2.42,3.56,4.24,4.90,5.55,6.18,6.80,7.42,8.02,8.62,9.22,9.81,10.40,10.99,11.57,12.15,,,,
17,1.85,2.99,3.68,4.34,4.98,5.61,6.24,6.85,7.46,8.06,8.65,9.24,9.83,10.42,11.00,11.58,12.15,,,
18,1.29,2.42,3.10,3.76,4.41,5.04,5.66,6.27,6.87,7.47,8.07,8.66,9.25,9.83,10.41,10.99,11.56,12.14,,
19,0.70,1.81,2.47,3.11,3.73,4.35,4.95,5.55,6.15,6.74,7.32,7.90,8.48,9.06,9.63,10.20,10.77,11.34,11.90,
20,0.00,0.93,1.43,1.93,2.43,2.93,3.43,3.93,4.43,4.93,5.43,5.93,6.43,6.93,7.43,7.93,8.43,8.93,9.43,9.93
