i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.89,,,,,,,,,,,,,,,,,,
2,0.89,1.91,,,,,,,,,,,,,,,,,
3,0.89,1.91,2.96,,,,,,,,,,,,,,,,
4,0.89,1.91,2.96,3.97,,,,,,,,,,,,,,,
5,0.89,1.91,2.96,3.97,4.99,,,,,,,,,,,,,,
6,0.89,1.91,2.96,3.97,4.99,6.02,,,,,,,,,,,,,
7,0.89,1.91,2.96,3.97,4.99,6.02,7.05,,,,,,,,,,,,
8,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,,,,,,,,,,,
9,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,9.12,,,,,,,,,,
10,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,9.12,10.15,,,,,,,,,
11,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,9.12,10.15,11.18,,,,,,,,
12,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,9.12,10.15,11.18,12.21,,,,,,,
13,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,9.12,10.15,11.18,12.21,13.24,,,,,,
14,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,9.12,10.15,11.18,12.21,13.24,14.27,,,,,
15,0.89,1.91,2.96,3.97,4.99,6.02,7.05,8.09,9.12,10.15,11.18,12.21,13.24,14.27,15.29,,,,
16,0.89,1.90,2.96,3.97,4.99,6.02,7.05,8.08,9.12,10.15,11.18,12.21,13.24,14.27,15.29,16.32,,,
17,0.89,1.90,2.95,3.96,4.98,6.01,7.04,8.07,9.11,10.14,11.17,12.20,13.23,14.25,15.28,16.30,17.32,,
18,0.82,1.83,2.88,3.88,4.89,5.91,6.94,7.97,8.99,10.02,11.05,12.07,13.10,14.12,15.15,16.17,17.19,18.21,
19,0.60,1.47,2.38,3.33,4.29,5.27,6.26,7.24,8.24,9.23,10.23,11.22,12.22,13.22,14.22,15.22,16.22,17.21,18.21
