i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.84,,,,,,,,,,,,,,,,,,
2,0.84,1.86,,,,,,,,,,,,,,,,,
3,0.84,1.86,2.92,,,,,,,,,,,,,,,,
4,0.84,1.86,2.92,3.94,,,,,,,,,,,,,,,
5,0.84,1.86,2.92,3.94,4.96,,,,,,,,,,,,,,
6,0.84,1.86,2.92,3.94,4.96,5.98,,,,,,,,,,,,,
7,0.84,1.86,2.92,3.94,4.96,5.98,7.01,,,,,,,,,,,,
8,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,,,,,,,,,,,
9,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,9.07,,,,,,,,,,
10,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,9.07,10.10,,,,,,,,,
11,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,9.07,10.10,11.12,,,,,,,,
12,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,9.07,10.10,11.12,12.15,,,,,,,
13,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,9.07,10.10,11.12,12.15,13.17,,,,,,
14,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,9.07,10.10,11.12,12.15,13.17,14.20,,,,,
15,0.84,1.86,2.92,3.94,4.96,5.98,7.01,8.04,9.07,10.10,11.12,12.15,13.17,14.20,15.22,,,,
16,0.83,1.86,2.92,3.93,4.96,5.98,7.01,8.04,9.07,10.10,11.12,12.15,13.17,14.19,15.22,16.24,,,
17,0.83,1.85,2.92,3.93,4.95,5.98,7.00,8.03,9.06,10.09,11.11,12.14,13.16,14.18,15.21,16.23,17.25,,
18,0.78,1.79,2.85,3.86,4.88,5.90,6.92,7.95,8.97,9.99,11.02,12.04,13.06,14.08,15.10,16.12,17.14,18.15,
19,0.59,1.48,2.42,3.38,4.35,5.33,6.32,7.31,8.31,9.30,10.30,11.30,12.30,13.29,14.29,15.29,16.29,17.29,18.29
