i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.06,,,,,,,,,,,,,,,,,,
2,1.06,2.15,,,,,,,,,,,,,,,,,
3,1.06,2.15,3.14,,,,,,,,,,,,,,,,
4,1.06,2.15,3.14,4.16,,,,,,,,,,,,,,,
5,1.06,2.15,3.14,4.16,5.20,,,,,,,,,,,,,,
6,1.06,2.15,3.14,4.16,5.20,6.23,,,,,,,,,,,,,
7,1.06,2.15,3.14,4.16,5.20,6.23,7.27,,,,,,,,,,,,
8,1.06,2.15,3.14,4.16,5.20,6.23,7.27,8.30,,,,,,,,,,,
9,1.06,2.15,3.14,4.16,5.20,6.23,7.27,8.30,9.33,,,,,,,,,,
10,1.06,2.15,3.14,4.16,5.20,6.23,7.27,8.30,9.33,10.37,,,,,,,,,
11,1.06,2.15,3.14,4.16,5.20,6.23,7.27,8.30,9.33,10.37,11.40,,,,,,,,
12,1.06,2.15,3.14,4.16,5.20,6.23,7.27,8.30,9.33,10.37,11.40,12.43,,,,,,,
13,1.06,2.15,3.14,4.16,5.20,6.23,7.26,8.30,9.33,10.37,11.40,12.43,13.45,,,,,,
14,1.06,2.15,3.14,4.16,5.19,6.23,7.26,8.30,9.33,10.37,11.40,12.43,13.45,14.48,,,,,
15,1.06,2.15,3.14,4.16,5.19,6.23,7.26,8.30,9.33,10.37,11.40,12.43,13.45,14.48,15.51,,,,
16,1.06,2.15,3.14,4.16,5.19,6.23,7.26,8.30,9.33,10.36,11.39,12.42,13.45,14.48,15.50,16.53,,,
17,1.06,2.15,3.13,4.15,5.18,6.22,7.25,8.29,9.32,10.35,11.38,12.41,13.44,14.47,15.49,16.51,17.54,,
18,0.99,2.08,3.05,4.07,5.09,6.12,7.15,8.18,9.21,10.23,11.26,12.29,13.31,14.33,15.36,16.38,17.40,18.42,
19,0.69,1.60,2.54,3.50,4.48,5.46,6.45,7.44,8.44,9.43,10.43,11.43,12.42,13.42,14.42,15.42,16.42,17.42,18.42
