i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.32,,,,,,,,,,,,,,,,,,
2,1.32,2.33,,,,,,,,,,,,,,,,,
3,1.32,2.33,3.39,,,,,,,,,,,,,,,,
4,1.32,2.33,3.39,4.44,,,,,,,,,,,,,,,
5,1.32,2.33,3.39,4.44,5.48,,,,,,,,,,,,,,
6,1.32,2.33,3.39,4.44,5.48,6.51,,,,,,,,,,,,,
7,1.32,2.33,3.39,4.44,5.48,6.51,7.55,,,,,,,,,,,,
8,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,,,,,,,,,,,
9,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,9.60,,,,,,,,,,
10,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,9.60,10.63,,,,,,,,,
11,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,9.60,10.63,11.65,,,,,,,,
12,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,9.60,10.63,11.65,12.67,,,,,,,
13,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,9.60,10.63,11.65,12.67,13.69,,,,,,
14,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,9.60,10.63,11.65,12.67,13.69,14.71,,,,,
15,1.32,2.33,3.39,4.44,5.48,6.51,7.55,8.57,9.60,10.63,11.65,12.67,13.69,14.71,15.73,,,,
16,1.32,2.33,3.39,4.44,5.48,6.51,7.54,8.57,9.60,10.62,11.65,12.67,13.69,14.71,15.73,16.75,,,
17,1.32,2.32,3.38,4.43,5.47,6.51,7.54,8.57,9.59,10.62,11.64,12.66,13.68,14.70,15.72,16.74,17.75,,
18,1.29,2.27,3.32,4.37,5.40,6.43,7.46,8.49,9.51,10.53,11.55,12.57,13.59,14.61,15.62,16.64,17.66,18.67,
19,0.94,1.93,2.91,3.90,4.90,5.89,6.88,7.88,8.88,9.88,10.87,11.87,12.87,13.87,14.87,15.87,16.87,17.87,18.87
