i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.91,,,,,,,,,,,,,,,,,,,
2,3.70,4.10,,,,,,,,,,,,,,,,,,
3,3.49,3.89,4.45,,,,,,,,,,,,,,,,,
4,3.29,3.68,4.25,4.80,,,,,,,,,,,,,,,,
5,3.08,3.47,4.04,4.59,5.14,,,,,,,,,,,,,,,
6,2.87,3.26,3.83,4.38,4.93,5.48,,,,,,,,,,,,,,
7,2.66,3.05,3.62,4.18,4.72,5.27,5.81,,,,,,,,,,,,,
8,2.45,2.85,3.41,3.97,4.52,5.06,5.60,6.14,,,,,,,,,,,,
9,2.25,2.64,3.20,3.76,4.31,4.85,5.39,5.93,6.46,,,,,,,,,,,
10,2.04,2.43,3.00,3.55,4.10,4.64,5.18,5.72,6.25,6.79,,,,,,,,,,
11,1.83,2.22,2.79,3.34,3.89,4.44,4.97,5.51,6.05,6.58,7.11,,,,,,,,,
12,1.62,2.01,2.58,3.14,3.68,4.23,4.77,5.30,5.84,6.37,6.90,7.44,,,,,,,,
13,1.41,1.81,2.37,2.93,3.48,4.02,4.56,5.10,5.63,6.16,6.69,7.23,7.60,,,,,,,
14,1.21,1.60,2.16,2.72,3.27,3.81,4.35,4.89,5.42,5.95,6.49,7.03,7.41,0.56,,,,,,
15,1.00,1.39,1.96,2.51,3.06,3.60,4.14,4.68,5.21,5.75,6.28,6.82,7.23,1.66,-86.80,,,,,
16,0.79,1.18,1.75,2.30,2.85,3.39,3.93,4.47,5.01,5.54,6.07,6.61,7.04,2.75,-67.23,-1888.55,,,,
17,0.58,0.97,1.54,2.10,2.64,3.19,3.73,4.26,4.80,5.33,5.86,6.40,6.86,3.84,-47.65,-1393.39,-14772.47,,,
18,0.37,0.77,1.33,1.89,2.43,2.98,3.52,4.05,4.59,5.12,5.65,6.19,6.67,4.94,-27.98,-895.90,-9257.05,-602167.59,,
19,0.17,0.55,1.12,1.67,2.21,2.75,3.29,3.83,4.36,4.89,5.42,5.96,6.47,7.04,-4.56,-305.04,-2743.31,-194485.25,-8412557.86,
20,0.00,0.30,0.80,1.30,1.80,2.30,2.80,3.30,3.80,4.30,4.80,5.30,5.80,6.30,6.80,7.30,7.80,8.30,8.80,9.30
