i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.54,,,,,,,,,,,,,,,,,,
2,1.54,2.47,,,,,,,,,,,,,,,,,
3,1.54,2.47,3.52,,,,,,,,,,,,,,,,
4,1.54,2.47,3.52,4.57,,,,,,,,,,,,,,,
5,1.54,2.47,3.52,4.57,5.61,,,,,,,,,,,,,,
6,1.54,2.47,3.52,4.57,5.61,6.65,,,,,,,,,,,,,
7,1.54,2.47,3.52,4.57,5.61,6.65,7.69,,,,,,,,,,,,
8,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,,,,,,,,,,,
9,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.76,,,,,,,,,,
10,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.76,10.79,,,,,,,,,
11,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.76,10.79,11.82,,,,,,,,
12,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.76,10.79,11.82,12.85,,,,,,,
13,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.76,10.79,11.82,12.85,13.87,,,,,,
14,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.76,10.79,11.82,12.85,13.87,14.90,,,,,
15,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.76,10.79,11.82,12.84,13.87,14.90,15.92,,,,
16,1.54,2.47,3.52,4.57,5.61,6.65,7.69,8.72,9.75,10.78,11.81,12.84,13.87,14.89,15.92,16.94,,,
17,1.53,2.46,3.51,4.56,5.60,6.64,7.68,8.71,9.74,10.77,11.80,12.83,13.86,14.88,15.90,16.93,17.95,,
18,1.49,2.39,3.43,4.47,5.50,6.53,7.57,8.60,9.63,10.65,11.68,12.70,13.73,14.75,15.77,16.79,17.81,18.83,
19,0.96,1.93,2.90,3.88,4.86,5.85,6.84,7.84,8.83,9.83,10.83,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82
