i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.37,,,,,,,,,,,,,,,,,,,
2,9.83,10.76,,,,,,,,,,,,,,,,,,
3,9.29,10.22,10.91,,,,,,,,,,,,,,,,,
4,8.74,9.67,10.36,11.02,,,,,,,,,,,,,,,,
5,8.20,9.13,9.82,10.48,11.12,,,,,,,,,,,,,,,
6,7.66,8.59,9.27,9.94,10.58,11.21,,,,,,,,,,,,,,
7,7.11,8.04,8.73,9.39,10.04,10.67,11.29,,,,,,,,,,,,,
8,6.57,7.50,8.19,8.85,9.49,10.12,10.74,11.35,,,,,,,,,,,,
9,6.02,6.96,7.64,8.30,8.95,9.58,10.20,10.81,11.41,,,,,,,,,,,
10,5.48,6.41,7.10,7.76,8.40,9.03,9.65,10.26,10.87,11.47,,,,,,,,,,
11,4.94,5.87,6.56,7.22,7.86,8.49,9.11,9.72,10.33,10.92,11.52,,,,,,,,,
12,4.39,5.32,6.01,6.67,7.32,7.95,8.57,9.18,9.78,10.38,10.97,11.56,,,,,,,,
13,3.85,4.78,5.47,6.13,6.77,7.40,8.02,8.63,9.24,9.84,10.43,11.02,11.60,,,,,,,
14,3.30,4.24,4.92,5.59,6.23,6.86,7.48,8.09,8.69,9.29,9.88,10.47,11.06,11.64,,,,,,
15,2.76,3.69,4.38,5.04,5.69,6.32,6.93,7.55,8.15,8.75,9.34,9.93,10.51,11.10,11.68,,,,,
16,2.22,3.15,3.84,4.50,5.14,5.77,6.39,7.00,7.61,8.20,8.80,9.39,9.97,10.55,11.13,11.71,,,,
17,1.67,2.60,3.29,3.95,4.60,5.23,5.84,6.46,7.06,7.66,8.25,8.84,9.42,10.01,10.58,11.16,11.73,,,
18,1.13,2.06,2.74,3.40,4.04,4.67,5.29,5.90,6.50,7.10,7.69,8.28,8.86,9.44,10.02,10.59,11.17,11.74,,
19,0.55,1.48,2.14,2.78,3.40,4.02,4.62,5.22,5.81,6.40,6.98,7.56,8.14,8.71,9.28,9.85,10.42,10.98,11.54,
20,0.00,0.72,1.22,1.72,2.22,2.72,3.22,3.72,4.22,4.72,5.22,5.72,6.22,6.72,7.22,7.72,8.22,8.72,9.22,9.72
