i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.53,,,,,,,,,,,,,,,,,,
2,1.53,2.45,,,,,,,,,,,,,,,,,
3,1.53,2.45,3.50,,,,,,,,,,,,,,,,
4,1.53,2.45,3.50,4.55,,,,,,,,,,,,,,,
5,1.53,2.45,3.50,4.55,5.59,,,,,,,,,,,,,,
6,1.53,2.45,3.50,4.55,5.59,6.63,,,,,,,,,,,,,
7,1.53,2.45,3.50,4.55,5.59,6.63,7.67,,,,,,,,,,,,
8,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,,,,,,,,,,,
9,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.74,,,,,,,,,,
10,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.74,10.77,,,,,,,,,
11,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.74,10.77,11.80,,,,,,,,
12,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.74,10.77,11.80,12.82,,,,,,,
13,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.74,10.77,11.80,12.82,13.85,,,,,,
14,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.74,10.77,11.80,12.82,13.85,14.87,,,,,
15,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.74,10.77,11.80,12.82,13.85,14.87,15.90,,,,
16,1.53,2.45,3.50,4.55,5.59,6.63,7.67,8.70,9.73,10.76,11.79,12.82,13.85,14.87,15.90,16.92,,,
17,1.52,2.44,3.49,4.54,5.58,6.62,7.66,8.69,9.72,10.75,11.78,12.81,13.83,14.86,15.88,16.90,17.93,,
18,1.48,2.37,3.41,4.45,5.48,6.51,7.55,8.58,9.61,10.63,11.66,12.68,13.70,14.73,15.75,16.77,17.79,18.80,
19,0.94,1.91,2.88,3.86,4.84,5.83,6.82,7.82,8.81,9.81,10.81,11.80,12.80,13.80,14.80,15.80,16.79,17.79,18.79
