i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.82,,,,,,,,,,,,,,,,,,
2,0.82,1.82,,,,,,,,,,,,,,,,,
3,0.82,1.82,2.88,,,,,,,,,,,,,,,,
4,0.82,1.82,2.88,3.88,,,,,,,,,,,,,,,
5,0.82,1.82,2.88,3.88,4.89,,,,,,,,,,,,,,
6,0.82,1.82,2.88,3.88,4.89,5.92,,,,,,,,,,,,,
7,0.82,1.82,2.88,3.88,4.89,5.92,6.95,,,,,,,,,,,,
8,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,,,,,,,,,,,
9,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,9.01,,,,,,,,,,
10,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,9.01,10.04,,,,,,,,,
11,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,9.01,10.04,11.07,,,,,,,,
12,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,9.01,10.04,11.07,12.10,,,,,,,
13,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,9.01,10.04,11.07,12.10,13.13,,,,,,
14,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,9.01,10.04,11.07,12.10,13.13,14.16,,,,,
15,0.82,1.82,2.88,3.88,4.89,5.92,6.95,7.98,9.01,10.04,11.07,12.10,13.13,14.16,15.18,,,,
16,0.82,1.82,2.88,3.88,4.89,5.92,6.94,7.98,9.01,10.04,11.07,12.10,13.13,14.16,15.18,16.20,,,
17,0.82,1.81,2.88,3.87,4.88,5.91,6.94,7.97,9.00,10.03,11.06,12.09,13.12,14.14,15.17,16.19,17.21,,
18,0.75,1.74,2.80,3.79,4.79,5.81,6.83,7.86,8.89,9.91,10.94,11.96,12.99,14.01,15.03,16.06,17.08,18.10,
19,0.56,1.41,2.31,3.25,4.20,5.18,6.16,7.14,8.14,9.13,10.12,11.12,12.12,13.12,14.12,15.11,16.11,17.11,18.11
