i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.84,,,,,,,,,,,,,,,,,,,
2,10.28,11.36,,,,,,,,,,,,,,,,,,
3,9.72,10.80,11.49,,,,,,,,,,,,,,,,,
4,9.15,10.23,10.92,11.59,,,,,,,,,,,,,,,,
5,8.59,9.67,10.36,11.02,11.67,,,,,,,,,,,,,,,
6,8.02,9.10,9.79,10.46,11.10,11.74,,,,,,,,,,,,,,
7,7.46,8.54,9.23,9.89,10.54,11.17,11.80,,,,,,,,,,,,,
8,6.90,7.98,8.67,9.33,9.98,10.61,11.23,11.85,,,,,,,,,,,,
9,6.33,7.41,8.10,8.77,9.41,10.05,10.67,11.28,11.89,,,,,,,,,,,
10,5.77,6.85,7.54,8.20,8.85,9.48,10.11,10.72,11.33,11.93,,,,,,,,,,
11,5.20,6.28,6.97,7.64,8.28,8.92,9.54,10.16,10.76,11.37,11.96,,,,,,,,,
12,4.64,5.72,6.41,7.07,7.72,8.35,8.98,9.59,10.20,10.80,11.40,11.99,,,,,,,,
13,4.08,5.16,5.85,6.51,7.16,7.79,8.41,9.03,9.64,10.24,10.84,11.43,12.02,,,,,,,
14,3.51,4.59,5.28,5.95,6.59,7.23,7.85,8.46,9.07,9.67,10.27,10.86,11.45,12.04,,,,,,
15,2.95,4.03,4.72,5.38,6.03,6.66,7.29,7.90,8.51,9.11,9.71,10.30,10.89,11.47,12.06,,,,,
16,2.38,3.46,4.15,4.82,5.46,6.10,6.72,7.34,7.94,8.55,9.14,9.74,10.32,10.91,11.49,12.07,,,,
17,1.82,2.90,3.59,4.25,4.90,5.53,6.15,6.77,7.38,7.98,8.58,9.17,9.76,10.34,10.92,11.50,12.08,,,
18,1.26,2.33,3.02,3.68,4.32,4.95,5.57,6.19,6.79,7.39,7.99,8.58,9.17,9.75,10.34,10.91,11.49,12.06,,
19,0.66,1.72,2.38,3.02,3.65,4.27,4.87,5.47,6.07,6.66,7.25,7.83,8.41,8.98,9.56,10.13,10.70,11.27,11.83,
20,0.00,0.86,1.36,1.86,2.36,2.86,3.36,3.86,4.36,4.86,5.36,5.86,6.36,6.86,7.36,7.86,8.36,8.86,9.36,9.86
