i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.54,,,,,,,,,,,,,,,,,,
2,1.54,2.48,,,,,,,,,,,,,,,,,
3,1.54,2.48,3.52,,,,,,,,,,,,,,,,
4,1.54,2.48,3.52,4.58,,,,,,,,,,,,,,,
5,1.54,2.48,3.52,4.58,5.62,,,,,,,,,,,,,,
6,1.54,2.48,3.52,4.58,5.62,6.66,,,,,,,,,,,,,
7,1.54,2.48,3.52,4.58,5.62,6.66,7.70,,,,,,,,,,,,
8,1.54,2.48,3.52,4.58,5.62,6.66,7.70,8.72,,,,,,,,,,,
9,1.54,2.48,3.52,4.58,5.62,6.66,7.70,8.72,9.77,,,,,,,,,,
10,1.54,2.48,3.52,4.58,5.62,6.66,7.70,8.72,9.77,10.79,,,,,,,,,
11,1.54,2.48,3.52,4.58,5.62,6.66,7.70,8.72,9.77,10.79,11.82,,,,,,,,
12,1.54,2.48,3.52,4.58,5.62,6.66,7.70,8.72,9.77,10.79,11.82,12.85,,,,,,,
13,1.54,2.48,3.52,4.58,5.62,6.66,7.70,8.72,9.77,10.79,11.82,12.85,13.88,,,,,,
14,1.54,2.48,3.52,4.58,5.62,6.66,7.70,8.72,9.77,10.79,11.82,12.85,13.88,14.90,,,,,
15,1.54,2.47,3.52,4.58,5.62,6.66,7.70,8.72,9.77,10.79,11.82,12.85,13.88,14.90,15.93,,,,
16,1.54,2.47,3.52,4.58,5.62,6.66,7.70,8.72,9.76,10.79,11.81,12.85,13.88,14.89,15.92,16.95,,,
17,1.53,2.46,3.52,4.57,5.61,6.64,7.68,8.71,9.74,10.78,11.80,12.84,13.86,14.88,15.90,16.93,17.95,,
18,1.49,2.39,3.43,4.47,5.50,6.54,7.58,8.61,9.63,10.65,11.69,12.71,13.73,14.75,15.77,16.79,17.81,18.83,
19,0.96,1.94,2.90,3.88,4.87,5.86,6.84,7.84,8.84,9.84,10.83,11.82,12.82,13.82,14.82,15.82,16.82,17.82,18.82
