i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.74,,,,,,,,,,,,,,,,,,,
2,10.17,11.11,,,,,,,,,,,,,,,,,,
3,9.61,10.55,11.24,,,,,,,,,,,,,,,,,
4,9.05,9.98,10.68,11.35,,,,,,,,,,,,,,,,
5,8.48,9.42,10.12,10.79,11.44,,,,,,,,,,,,,,,
6,7.92,8.85,9.55,10.23,10.88,11.52,,,,,,,,,,,,,,
7,7.35,8.29,8.99,9.66,10.32,10.95,11.58,,,,,,,,,,,,,
8,6.79,7.73,8.42,9.10,9.75,10.39,11.02,11.64,,,,,,,,,,,,
9,6.23,7.16,7.86,8.53,9.19,9.83,10.45,11.07,11.69,,,,,,,,,,,
10,5.66,6.60,7.30,7.97,8.62,9.26,9.89,10.51,11.12,11.73,,,,,,,,,,
11,5.10,6.03,6.73,7.41,8.06,8.70,9.33,9.95,10.56,11.16,11.76,,,,,,,,,
12,4.53,5.47,6.17,6.84,7.50,8.14,8.76,9.38,9.99,10.60,11.20,11.79,,,,,,,,
13,3.97,4.91,5.61,6.28,6.93,7.57,8.20,8.82,9.43,10.03,10.63,11.23,11.82,,,,,,,
14,3.41,4.34,5.04,5.71,6.37,7.01,7.64,8.25,8.87,9.47,10.07,10.66,11.26,11.84,,,,,,
15,2.84,3.78,4.48,5.15,5.80,6.44,7.07,7.69,8.30,8.91,9.51,10.10,10.69,11.28,11.86,,,,,
16,2.28,3.21,3.91,4.59,5.24,5.88,6.51,7.13,7.74,8.34,8.94,9.54,10.13,10.71,11.30,11.88,,,,
17,1.71,2.65,3.35,4.02,4.67,5.31,5.94,6.56,7.17,7.77,8.37,8.97,9.56,10.15,10.73,11.31,11.89,,,
18,1.15,2.08,2.78,3.45,4.10,4.73,5.36,5.98,6.59,7.19,7.79,8.38,8.97,9.56,10.14,10.72,11.30,11.87,,
19,0.55,1.47,2.15,2.80,3.43,4.05,4.66,5.27,5.87,6.46,7.05,7.63,8.21,8.79,9.37,9.94,10.51,11.08,11.64,
20,0.00,0.71,1.21,1.71,2.21,2.71,3.21,3.71,4.21,4.71,5.21,5.71,6.21,6.71,7.21,7.71,8.21,8.71,9.21,9.71
