i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.44,,,,,,,,,,,,,,,,,,
2,1.44,2.75,,,,,,,,,,,,,,,,,
3,1.44,2.75,3.96,,,,,,,,,,,,,,,,
4,1.44,2.75,3.96,5.14,,,,,,,,,,,,,,,
5,1.44,2.75,3.96,5.14,6.30,,,,,,,,,,,,,,
6,1.44,2.75,3.96,5.14,6.30,7.46,,,,,,,,,,,,,
7,1.44,2.75,3.96,5.14,6.30,7.46,8.59,,,,,,,,,,,,
8,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,,,,,,,,,,,
9,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.84,,,,,,,,,,
10,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.84,11.95,,,,,,,,,
11,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.84,11.95,13.04,,,,,,,,
12,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.84,11.95,13.04,14.14,,,,,,,
13,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.84,11.95,13.04,14.14,15.24,,,,,,
14,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.84,11.95,13.04,14.14,15.24,16.34,,,,,
15,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.84,11.95,13.04,14.14,15.24,16.34,17.43,,,,
16,1.44,2.75,3.96,5.14,6.30,7.46,8.59,9.71,10.83,11.95,13.04,14.14,15.24,16.34,17.43,18.50,,,
17,1.44,2.74,3.96,5.14,6.30,7.45,8.59,9.71,10.83,11.94,13.04,14.14,15.24,16.34,17.43,18.50,19.59,,
18,1.43,2.73,3.94,5.12,6.29,7.43,8.57,9.70,10.81,11.92,13.03,14.12,15.21,16.31,17.39,18.48,19.57,20.64,
19,1.24,2.47,3.66,4.82,5.96,7.08,8.21,9.31,10.41,11.51,12.61,13.69,14.78,15.86,16.93,18.00,19.07,20.14,21.21
