i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.7,,,,,,,,,,,,,,,,,,,
2,7.29,8.16,,,,,,,,,,,,,,,,,,
3,6.88,7.75,8.57,,,,,,,,,,,,,,,,,
4,6.47,7.34,8.17,8.97,,,,,,,,,,,,,,,,
5,6.07,6.93,7.76,8.56,9.35,,,,,,,,,,,,,,,
6,5.66,6.53,7.35,8.15,8.94,9.72,,,,,,,,,,,,,,
7,5.25,6.12,6.94,7.74,8.53,9.31,10.09,,,,,,,,,,,,,
8,4.84,5.71,6.53,7.34,8.13,8.91,9.68,10.45,,,,,,,,,,,,
9,4.44,5.3,6.13,6.93,7.72,8.5,9.27,10.04,10.8,,,,,,,,,,,
10,4.03,4.9,5.72,6.52,7.31,8.09,8.86,9.63,10.4,11.16,,,,,,,,,,
11,3.62,4.49,5.31,6.11,6.9,7.68,8.46,9.22,9.99,10.75,11.51,,,,,,,,,
12,3.21,4.08,4.9,5.71,6.5,7.28,8.05,8.82,9.58,10.34,11.1,11.85,,,,,,,,
13,2.8,3.67,4.5,5.3,6.09,6.87,7.64,8.41,9.17,9.93,10.69,11.44,12.2,,,,,,,
14,2.4,3.26,4.09,4.89,5.68,6.46,7.23,8.0,8.76,9.52,10.28,11.04,11.79,12.54,,,,,,
15,1.99,2.86,3.68,4.48,5.27,6.05,6.83,7.59,8.36,9.12,9.87,10.63,11.38,12.13,12.88,,,,,
16,1.58,2.45,3.27,4.08,4.86,5.64,6.42,7.19,7.95,8.71,9.47,10.22,10.97,11.72,12.47,13.22,,,,
17,1.17,2.04,2.87,3.67,4.46,5.24,6.01,6.78,7.54,8.3,9.06,9.81,10.56,11.31,12.06,12.81,13.55,,,
18,0.77,1.63,2.46,3.26,4.05,4.83,5.6,6.37,7.13,7.89,8.65,9.4,10.15,10.9,11.65,12.4,13.14,13.89,,
19,0.36,1.22,2.04,2.83,3.62,4.39,5.16,5.93,6.69,7.45,8.2,8.95,9.7,10.45,11.2,11.94,12.68,13.42,14.17,
20,0.0,0.7,1.4,2.1,2.8,3.5,4.2,4.9,5.6,6.3,7.0,7.7,8.4,9.1,9.8,10.5,11.2,11.9,12.6,13.3
