i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.35,,,,,,,,,,,,,,,,,,,
2,5.07,5.70,,,,,,,,,,,,,,,,,,
3,4.79,5.41,6.20,,,,,,,,,,,,,,,,,
4,4.50,5.13,5.92,6.69,,,,,,,,,,,,,,,,
5,4.22,4.84,5.63,6.40,7.17,,,,,,,,,,,,,,,
6,3.93,4.56,5.35,6.12,6.88,7.64,,,,,,,,,,,,,,
7,3.65,4.28,5.06,5.83,6.60,7.35,8.10,,,,,,,,,,,,,
8,3.36,3.99,4.78,5.55,6.31,7.07,7.82,8.57,,,,,,,,,,,,
9,3.08,3.71,4.49,5.27,6.03,6.78,7.54,8.28,9.03,,,,,,,,,,,
10,2.80,3.42,4.21,4.98,5.74,6.50,7.25,8.00,8.74,9.49,,,,,,,,,,
11,2.51,3.14,3.93,4.70,5.46,6.22,6.97,7.72,8.46,9.20,9.94,,,,,,,,,
12,2.23,2.86,3.64,4.41,5.18,5.93,6.68,7.43,8.18,8.92,9.66,10.40,,,,,,,,
13,1.94,2.57,3.36,4.13,4.89,5.65,6.40,7.15,7.89,8.63,9.37,10.11,10.85,,,,,,,
14,1.66,2.29,3.07,3.85,4.61,5.36,6.11,6.86,7.61,8.35,9.09,9.83,10.56,11.30,,,,,,
15,1.37,2.00,2.79,3.56,4.32,5.08,5.83,6.58,7.32,8.06,8.80,9.54,10.28,11.01,11.75,,,,,
16,1.09,1.72,2.51,3.28,4.04,4.80,5.55,6.29,7.04,7.78,8.52,9.26,10.00,10.73,11.46,12.20,,,,
17,0.81,1.43,2.22,2.99,3.75,4.51,5.26,6.01,6.75,7.50,8.24,8.97,9.71,10.45,11.18,11.91,12.64,,,
18,0.52,1.15,1.94,2.71,3.47,4.23,4.98,5.72,6.47,7.21,7.95,8.69,9.43,10.16,10.89,11.63,12.36,13.09,,
19,0.24,0.86,1.65,2.41,3.17,3.93,4.68,5.42,6.17,6.91,7.64,8.38,9.12,9.85,10.58,11.31,12.04,12.77,13.50,
20,0.00,0.51,1.21,1.91,2.61,3.31,4.01,4.71,5.41,6.11,6.81,7.51,8.21,8.91,9.61,10.31,11.01,11.71,12.41,13.11
