i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.31,,,,,,,,,,,,,,,,,,,
2,9.78,11.03,,,,,,,,,,,,,,,,,,
3,9.24,10.49,11.36,,,,,,,,,,,,,,,,,
4,8.70,9.96,10.82,11.66,,,,,,,,,,,,,,,,
5,8.17,9.42,10.28,11.12,11.94,,,,,,,,,,,,,,,
6,7.63,8.88,9.75,10.58,11.41,12.22,,,,,,,,,,,,,,
7,7.09,8.35,9.21,10.05,10.87,11.68,12.48,,,,,,,,,,,,,
8,6.56,7.81,8.67,9.51,10.33,11.15,11.95,12.74,,,,,,,,,,,,
9,6.02,7.27,8.14,8.97,9.80,10.61,11.41,12.21,12.99,,,,,,,,,,,
10,5.48,6.74,7.60,8.44,9.26,10.07,10.87,11.67,12.46,13.24,,,,,,,,,,
11,4.94,6.20,7.06,7.90,8.72,9.54,10.34,11.13,11.92,12.70,13.48,,,,,,,,,
12,4.41,5.66,6.53,7.36,8.19,9.00,9.80,10.60,11.38,12.17,12.95,13.72,,,,,,,,
13,3.87,5.13,5.99,6.83,7.65,8.46,9.26,10.06,10.85,11.63,12.41,13.19,13.96,,,,,,,
14,3.33,4.59,5.45,6.29,7.11,7.93,8.73,9.52,10.31,11.09,11.87,12.65,13.42,14.19,,,,,,
15,2.80,4.05,4.91,5.75,6.58,7.39,8.19,8.98,9.77,10.56,11.34,12.11,12.89,13.66,14.42,,,,,
16,2.26,3.52,4.38,5.22,6.04,6.85,7.65,8.45,9.24,10.02,10.80,11.58,12.35,13.12,13.89,14.65,,,,
17,1.72,2.98,3.84,4.68,5.50,6.31,7.12,7.91,8.70,9.48,10.26,11.04,11.81,12.58,13.35,14.11,14.88,,,
18,1.19,2.44,3.30,4.14,4.96,5.77,6.58,7.37,8.16,8.94,9.72,10.50,11.27,12.04,12.81,13.57,14.33,15.09,,
19,0.65,1.89,2.74,3.57,4.39,5.19,5.99,6.77,7.56,8.34,9.11,9.88,10.65,11.42,12.18,12.94,13.70,14.46,15.22,
20,0.00,1.06,1.76,2.46,3.16,3.86,4.56,5.26,5.96,6.66,7.36,8.06,8.76,9.46,10.16,10.86,11.56,12.26,12.96,13.66
