i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.79,,,,,,,,,,,,,,,,,,,
2,3.59,4.10,,,,,,,,,,,,,,,,,,
3,3.39,3.90,4.66,,,,,,,,,,,,,,,,,
4,3.19,3.70,4.46,5.21,,,,,,,,,,,,,,,,
5,2.99,3.50,4.26,5.01,5.75,,,,,,,,,,,,,,,
6,2.78,3.30,4.06,4.81,5.55,6.29,,,,,,,,,,,,,,
7,2.58,3.09,3.86,4.61,5.35,6.09,6.83,,,,,,,,,,,,,
8,2.38,2.89,3.65,4.41,5.15,5.89,6.63,7.36,,,,,,,,,,,,
9,2.18,2.69,3.45,4.20,4.95,5.69,6.43,7.16,7.89,,,,,,,,,,,
10,1.98,2.49,3.25,4.00,4.75,5.49,6.22,6.96,7.69,8.42,,,,,,,,,,
11,1.78,2.29,3.05,3.80,4.55,5.29,6.02,6.76,7.49,8.22,8.95,,,,,,,,,
12,1.58,2.09,2.85,3.60,4.35,5.09,5.82,6.56,7.29,8.02,8.75,9.47,,,,,,,,
13,1.38,1.89,2.65,3.40,4.15,4.88,5.62,6.36,7.09,7.82,8.55,9.27,10.00,,,,,,,
14,1.18,1.69,2.45,3.20,3.94,4.68,5.42,6.15,6.89,7.62,8.34,9.07,9.80,10.57,,,,,,
15,0.98,1.49,2.25,3.00,3.74,4.48,5.22,5.95,6.69,7.42,8.14,8.87,9.60,10.37,11.11,,,,,
16,0.78,1.29,2.05,2.80,3.54,4.28,5.02,5.75,6.48,7.21,7.94,8.67,9.40,10.16,10.91,11.46,,,,
17,0.57,1.09,1.85,2.60,3.34,4.08,4.82,5.55,6.28,7.01,7.74,8.47,9.19,9.96,10.71,11.31,10.49,,,
18,0.37,0.88,1.65,2.40,3.14,3.88,4.62,5.35,6.08,6.81,7.54,8.27,8.99,9.74,10.51,11.16,10.78,-4.67,,
19,0.17,0.68,1.44,2.19,2.93,3.67,4.41,5.14,5.87,6.60,7.33,8.05,8.78,9.51,10.31,11.02,11.57,5.10,-108.31,
20,0.00,0.43,1.13,1.83,2.53,3.23,3.93,4.63,5.33,6.03,6.73,7.43,8.13,8.83,9.53,10.23,10.93,11.63,12.33,13.03
