i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.12,,,,,,,,,,,,,,,,,,
2,1.12,2.33,,,,,,,,,,,,,,,,,
3,1.12,2.33,3.49,,,,,,,,,,,,,,,,
4,1.12,2.33,3.49,4.61,,,,,,,,,,,,,,,
5,1.12,2.33,3.49,4.61,5.72,,,,,,,,,,,,,,
6,1.12,2.33,3.49,4.61,5.72,6.82,,,,,,,,,,,,,
7,1.12,2.33,3.49,4.61,5.72,6.82,7.91,,,,,,,,,,,,
8,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,,,,,,,,,,,
9,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,,,,,,,,,,
10,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,,,,,,,,,
11,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,12.22,,,,,,,,
12,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,12.22,13.28,,,,,,,
13,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,12.22,13.28,14.35,,,,,,
14,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,12.22,13.28,14.35,15.41,,,,,
15,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,12.22,13.28,14.35,15.41,16.47,,,,
16,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,12.22,13.28,14.35,15.41,16.47,17.52,,,
17,1.12,2.33,3.49,4.61,5.72,6.82,7.91,9.00,10.07,11.15,12.22,13.28,14.35,15.41,16.47,17.52,18.58,,
18,1.11,2.33,3.48,4.61,5.72,6.82,7.90,8.99,10.07,11.14,12.21,13.27,14.34,15.40,16.46,17.51,18.57,19.62,
19,1.02,2.21,3.35,4.46,5.56,6.65,7.73,8.80,9.87,10.94,12.00,13.06,14.12,15.17,16.22,17.27,18.32,19.37,20.42
