i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.44,,,,,,,,,,,,,,,,,,
2,1.44,2.82,,,,,,,,,,,,,,,,,
3,1.44,2.82,4.04,,,,,,,,,,,,,,,,
4,1.44,2.82,4.04,5.25,,,,,,,,,,,,,,,
5,1.44,2.82,4.04,5.25,6.46,,,,,,,,,,,,,,
6,1.44,2.82,4.04,5.25,6.46,7.65,,,,,,,,,,,,,
7,1.44,2.82,4.04,5.25,6.46,7.65,8.83,,,,,,,,,,,,
8,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,,,,,,,,,,,
9,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,,,,,,,,,,
10,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,12.30,,,,,,,,,
11,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,12.30,13.44,,,,,,,,
12,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,12.30,13.44,14.57,,,,,,,
13,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,12.30,13.44,14.57,15.69,,,,,,
14,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,12.30,13.44,14.57,15.69,16.81,,,,,
15,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,12.30,13.44,14.57,15.69,16.81,17.93,,,,
16,1.44,2.82,4.04,5.25,6.46,7.65,8.83,10.00,11.15,12.30,13.44,14.57,15.69,16.81,17.93,19.04,,,
17,1.44,2.82,4.03,5.25,6.46,7.65,8.83,9.99,11.15,12.30,13.43,14.57,15.69,16.81,17.92,19.03,20.14,,
18,1.43,2.80,4.01,5.23,6.43,7.62,8.80,9.97,11.12,12.27,13.40,14.53,15.66,16.77,17.89,18.99,20.10,21.20,
19,1.13,2.35,3.55,4.74,5.92,7.09,8.24,9.38,10.51,11.64,12.75,13.87,14.97,16.07,17.17,18.27,19.36,20.45,21.53
