i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.73,,,,,,,,,,,,,,,,,,,
2,9.22,10.54,,,,,,,,,,,,,,,,,,
3,8.72,10.04,10.89,,,,,,,,,,,,,,,,,
4,8.21,9.53,10.38,11.20,,,,,,,,,,,,,,,,
5,7.71,9.03,9.87,10.70,11.51,,,,,,,,,,,,,,,
6,7.20,8.52,9.37,10.19,11.00,11.80,,,,,,,,,,,,,,
7,6.70,8.02,8.86,9.69,10.50,11.30,12.09,,,,,,,,,,,,,
8,6.19,7.51,8.36,9.18,9.99,10.79,11.58,12.37,,,,,,,,,,,,
9,5.69,7.01,7.85,8.68,9.49,10.29,11.08,11.86,12.64,,,,,,,,,,,
10,5.18,6.50,7.35,8.17,8.98,9.78,10.57,11.36,12.14,12.92,,,,,,,,,,
11,4.67,5.99,6.84,7.67,8.48,9.28,10.07,10.85,11.63,12.41,13.18,,,,,,,,,
12,4.17,5.49,6.34,7.16,7.97,8.77,9.56,10.35,11.13,11.90,12.68,13.45,,,,,,,,
13,3.66,4.98,5.83,6.65,7.46,8.26,9.06,9.84,10.62,11.40,12.17,12.94,13.71,,,,,,,
14,3.16,4.48,5.32,6.15,6.96,7.76,8.55,9.34,10.12,10.89,11.67,12.43,13.20,13.97,,,,,,
15,2.65,3.97,4.82,5.64,6.45,7.25,8.05,8.83,9.61,10.39,11.16,11.93,12.70,13.46,14.22,,,,,
16,2.15,3.47,4.31,5.14,5.95,6.75,7.54,8.33,9.11,9.88,10.65,11.42,12.19,12.95,13.72,14.48,,,,
17,1.64,2.96,3.81,4.63,5.44,6.24,7.03,7.82,8.60,9.38,10.15,10.92,11.68,12.45,13.21,13.97,14.73,,,
18,1.14,2.45,3.30,4.12,4.93,5.73,6.52,7.31,8.09,8.87,9.64,10.41,11.17,11.94,12.70,13.46,14.22,14.97,,
19,0.65,1.94,2.78,3.59,4.39,5.19,5.97,6.75,7.53,8.30,9.07,9.83,10.60,11.36,12.12,12.87,13.63,14.38,15.13,
20,0.00,1.14,1.84,2.54,3.24,3.94,4.64,5.34,6.04,6.74,7.44,8.14,8.84,9.54,10.24,10.94,11.64,12.34,13.04,13.74
