i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.29,,,,,,,,,,,,,,,,,,,
2,4.06,4.56,,,,,,,,,,,,,,,,,,
3,3.83,4.33,5.10,,,,,,,,,,,,,,,,,
4,3.60,4.10,4.88,5.63,,,,,,,,,,,,,,,,
5,3.38,3.88,4.65,5.41,6.16,,,,,,,,,,,,,,,
6,3.15,3.65,4.42,5.18,5.93,6.67,,,,,,,,,,,,,,
7,2.92,3.42,4.19,4.95,5.70,6.45,7.19,,,,,,,,,,,,,
8,2.69,3.19,3.96,4.72,5.47,6.22,6.96,7.70,,,,,,,,,,,,
9,2.46,2.96,3.73,4.49,5.24,5.99,6.73,7.47,8.21,,,,,,,,,,,
10,2.24,2.74,3.51,4.26,5.02,5.76,6.50,7.24,7.98,8.71,,,,,,,,,,
11,2.01,2.51,3.28,4.04,4.79,5.53,6.27,7.01,7.75,8.48,9.22,,,,,,,,,
12,1.78,2.28,3.05,3.81,4.56,5.30,6.05,6.78,7.52,8.26,8.99,9.72,,,,,,,,
13,1.55,2.05,2.82,3.58,4.33,5.08,5.82,6.56,7.29,8.03,8.76,9.49,10.22,,,,,,,
14,1.32,1.82,2.59,3.35,4.10,4.85,5.59,6.33,7.06,7.80,8.53,9.26,9.99,10.72,,,,,,
15,1.09,1.60,2.37,3.12,3.87,4.62,5.36,6.10,6.84,7.57,8.30,9.03,9.76,10.49,11.22,,,,,
16,0.87,1.37,2.14,2.90,3.65,4.39,5.13,5.87,6.61,7.34,8.07,8.81,9.54,10.26,10.99,11.73,,,,
17,0.64,1.14,1.91,2.67,3.42,4.16,4.91,5.64,6.38,7.11,7.85,8.58,9.31,10.04,10.76,11.49,12.23,,,
18,0.41,0.91,1.68,2.44,3.19,3.94,4.68,5.42,6.15,6.89,7.62,8.35,9.08,9.81,10.53,11.26,12.00,12.79,,
19,0.18,0.68,1.45,2.20,2.95,3.70,4.44,5.18,5.91,6.64,7.37,8.10,8.83,9.56,10.29,11.01,11.75,12.52,13.27,
20,0.00,0.40,1.10,1.80,2.50,3.20,3.90,4.60,5.30,6.00,6.70,7.40,8.10,8.80,9.50,10.20,10.90,11.60,12.30,13.00
