i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.77,,,,,,,,,,,,,,,,,,,
2,7.36,8.24,,,,,,,,,,,,,,,,,,
3,6.95,7.83,8.66,,,,,,,,,,,,,,,,,
4,6.54,7.42,8.25,9.05,,,,,,,,,,,,,,,,
5,6.13,7.01,7.83,8.64,9.43,,,,,,,,,,,,,,,
6,5.71,6.60,7.42,8.23,9.02,9.80,,,,,,,,,,,,,,
7,5.30,6.19,7.01,7.82,8.61,9.39,10.16,,,,,,,,,,,,,
8,4.89,5.78,6.60,7.40,8.19,8.97,9.75,10.52,,,,,,,,,,,,
9,4.48,5.37,6.19,6.99,7.78,8.56,9.34,10.11,10.87,,,,,,,,,,,
10,4.07,4.95,5.78,6.58,7.37,8.15,8.93,9.69,10.46,11.22,,,,,,,,,,
11,3.66,4.54,5.37,6.17,6.96,7.74,8.51,9.28,10.05,10.81,11.57,,,,,,,,,
12,3.25,4.13,4.96,5.76,6.55,7.33,8.10,8.87,9.64,10.40,11.15,11.91,,,,,,,,
13,2.84,3.72,4.54,5.35,6.14,6.92,7.69,8.46,9.23,9.99,10.74,11.50,12.25,,,,,,,
14,2.42,3.31,4.13,4.94,5.73,6.51,7.28,8.05,8.81,9.57,10.33,11.09,11.84,12.59,,,,,,
15,2.01,2.90,3.72,4.53,5.32,6.10,6.87,7.64,8.40,9.16,9.92,10.68,11.43,12.18,12.93,,,,,
16,1.60,2.49,3.31,4.11,4.90,5.68,6.46,7.23,7.99,8.75,9.51,10.26,11.02,11.77,12.52,13.26,,,,
17,1.19,2.08,2.90,3.70,4.49,5.27,6.05,6.82,7.58,8.34,9.10,9.85,10.61,11.36,12.10,12.85,13.60,,,
18,0.78,1.66,2.49,3.29,4.08,4.86,5.63,6.40,7.17,7.93,8.68,9.44,10.19,10.94,11.69,12.44,13.18,13.93,,
19,0.37,1.25,2.06,2.86,3.65,4.42,5.19,5.96,6.72,7.48,8.23,8.98,9.73,10.48,11.23,11.97,12.72,13.46,14.20,
20,0.00,0.72,1.42,2.12,2.82,3.52,4.22,4.92,5.62,6.32,7.02,7.72,8.42,9.12,9.82,10.52,11.22,11.92,12.62,13.32
