i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.35,,,,,,,,,,,,,,,,,,,
2,7.91,8.92,,,,,,,,,,,,,,,,,,
3,7.47,8.48,9.31,,,,,,,,,,,,,,,,,
4,7.03,8.04,8.87,9.68,,,,,,,,,,,,,,,,
5,6.59,7.60,8.43,9.24,10.04,,,,,,,,,,,,,,,
6,6.16,7.16,7.99,8.80,9.60,10.38,,,,,,,,,,,,,,
7,5.72,6.72,7.55,8.36,9.16,9.94,10.72,,,,,,,,,,,,,
8,5.28,6.28,7.11,7.92,8.72,9.50,10.28,11.06,,,,,,,,,,,,
9,4.84,5.84,6.67,7.48,8.28,9.06,9.84,10.62,11.38,,,,,,,,,,,
10,4.40,5.40,6.23,7.04,7.84,8.62,9.40,10.18,10.94,11.71,,,,,,,,,,
11,3.96,4.96,5.79,6.60,7.40,8.18,8.96,9.74,10.50,11.27,12.03,,,,,,,,,
12,3.52,4.52,5.35,6.16,6.96,7.74,8.52,9.30,10.07,10.83,11.59,12.35,,,,,,,,
13,3.08,4.08,4.91,5.72,6.52,7.30,8.08,8.86,9.63,10.39,11.15,11.91,12.67,,,,,,,
14,2.64,3.64,4.47,5.28,6.08,6.86,7.64,8.42,9.19,9.95,10.71,11.47,12.23,12.98,,,,,,
15,2.20,3.20,4.03,4.84,5.64,6.42,7.20,7.98,8.75,9.51,10.27,11.03,11.79,12.54,13.30,,,,,
16,1.76,2.76,3.59,4.40,5.20,5.98,6.76,7.54,8.31,9.07,9.83,10.59,11.35,12.10,12.86,13.61,,,,
17,1.32,2.32,3.15,3.96,4.76,5.54,6.32,7.10,7.87,8.63,9.39,10.15,10.91,11.66,12.42,13.17,13.92,,,
18,0.88,1.88,2.71,3.52,4.32,5.10,5.88,6.66,7.42,8.19,8.95,9.71,10.47,11.22,11.97,12.72,13.47,14.22,,
19,0.45,1.44,2.26,3.06,3.85,4.63,5.41,6.18,6.94,7.70,8.46,9.22,9.97,10.73,11.48,12.22,12.97,13.72,14.46,
20,0.00,0.83,1.53,2.23,2.93,3.63,4.33,5.03,5.73,6.43,7.13,7.83,8.53,9.23,9.93,10.63,11.33,12.03,12.73,13.43
