i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.15,,,,,,,,,,,,,,,,,,,
2,9.62,10.63,,,,,,,,,,,,,,,,,,
3,9.08,10.09,10.97,,,,,,,,,,,,,,,,,
4,8.54,9.55,10.43,11.28,,,,,,,,,,,,,,,,
5,8.01,9.02,9.90,10.75,11.58,,,,,,,,,,,,,,,
6,7.47,8.48,9.36,10.21,11.04,11.86,,,,,,,,,,,,,,
7,6.93,7.94,8.82,9.67,10.51,11.33,12.14,,,,,,,,,,,,,
8,6.40,7.41,8.29,9.14,9.97,10.79,11.60,12.40,,,,,,,,,,,,
9,5.86,6.87,7.75,8.60,9.43,10.25,11.06,11.86,12.65,,,,,,,,,,,
10,5.32,6.33,7.21,8.06,8.90,9.72,10.53,11.33,12.12,12.91,,,,,,,,,,
11,4.79,5.80,6.68,7.53,8.36,9.18,9.99,10.79,11.58,12.37,13.15,,,,,,,,,
12,4.25,5.26,6.14,6.99,7.82,8.64,9.45,10.25,11.04,11.83,12.61,13.39,,,,,,,,
13,3.71,4.72,5.60,6.45,7.29,8.11,8.92,9.72,10.51,11.30,12.08,12.86,13.63,,,,,,,
14,3.18,4.19,5.07,5.92,6.75,7.57,8.38,9.18,9.97,10.76,11.54,12.32,13.09,13.87,,,,,,
15,2.64,3.65,4.53,5.38,6.21,7.03,7.84,8.64,9.43,10.22,11.00,11.78,12.56,13.33,14.10,,,,,
16,2.10,3.11,3.99,4.84,5.68,6.50,7.31,8.10,8.90,9.69,10.47,11.25,12.02,12.79,13.56,14.33,,,,
17,1.57,2.58,3.46,4.31,5.14,5.96,6.77,7.57,8.36,9.15,9.93,10.71,11.48,12.26,13.02,13.79,14.56,,,
18,1.03,2.04,2.92,3.77,4.60,5.42,6.23,7.03,7.82,8.61,9.39,10.17,10.94,11.71,12.48,13.25,14.01,14.77,,
19,0.48,1.49,2.36,3.20,4.03,4.84,5.64,6.43,7.22,8.00,8.78,9.56,10.33,11.09,11.86,12.62,13.38,14.14,14.90,
20,0.00,0.78,1.48,2.18,2.88,3.58,4.28,4.98,5.68,6.38,7.08,7.78,8.48,9.18,9.88,10.58,11.28,11.98,12.68,13.38
