i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.57,,,,,,,,,,,,,,,,,,,
2,5.28,5.95,,,,,,,,,,,,,,,,,,
3,4.98,5.66,6.45,,,,,,,,,,,,,,,,,
4,4.69,5.36,6.15,6.92,,,,,,,,,,,,,,,,
5,4.39,5.07,5.85,6.63,7.39,,,,,,,,,,,,,,,
6,4.09,4.77,5.56,6.33,7.10,7.86,,,,,,,,,,,,,,
7,3.80,4.47,5.26,6.04,6.80,7.56,8.31,,,,,,,,,,,,,
8,3.50,4.18,4.97,5.74,6.51,7.27,8.02,8.77,,,,,,,,,,,,
9,3.21,3.88,4.67,5.45,6.21,6.97,7.72,8.47,9.22,,,,,,,,,,,
10,2.91,3.59,4.38,5.15,5.92,6.67,7.43,8.18,8.92,9.67,,,,,,,,,,
11,2.62,3.29,4.08,4.86,5.62,6.38,7.13,7.88,8.63,9.37,10.11,,,,,,,,,
12,2.32,3.00,3.79,4.56,5.32,6.08,6.84,7.59,8.33,9.08,9.82,10.56,,,,,,,,
13,2.03,2.70,3.49,4.26,5.03,5.79,6.54,7.29,8.04,8.78,9.52,10.26,11.00,,,,,,,
14,1.73,2.41,3.20,3.97,4.73,5.49,6.25,6.99,7.74,8.48,9.23,9.97,10.70,11.44,,,,,,
15,1.43,2.11,2.90,3.67,4.44,5.20,5.95,6.70,7.45,8.19,8.93,9.67,10.41,11.14,11.88,,,,,
16,1.14,1.81,2.60,3.38,4.14,4.90,5.65,6.40,7.15,7.89,8.63,9.37,10.11,10.85,11.58,12.32,,,,
17,0.84,1.52,2.31,3.08,3.85,4.61,5.36,6.11,6.85,7.60,8.34,9.08,9.82,10.55,11.29,12.02,12.75,,,
18,0.55,1.22,2.01,2.79,3.55,4.31,5.06,5.81,6.56,7.30,8.04,8.78,9.52,10.26,10.99,11.73,12.46,13.19,,
19,0.25,0.92,1.71,2.48,3.24,4.00,4.75,5.50,6.24,6.98,7.72,8.46,9.20,9.93,10.67,11.40,12.13,12.86,13.59,
20,0.00,0.55,1.25,1.95,2.65,3.35,4.05,4.75,5.45,6.15,6.85,7.55,8.25,8.95,9.65,10.35,11.05,11.75,12.45,13.15
