i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.10,,,,,,,,,,,,,,,,,,,
2,9.57,10.73,,,,,,,,,,,,,,,,,,
3,9.05,10.21,11.07,,,,,,,,,,,,,,,,,
4,8.52,9.68,10.54,11.38,,,,,,,,,,,,,,,,
5,7.99,9.15,10.01,10.85,11.68,,,,,,,,,,,,,,,
6,7.46,8.62,9.49,10.33,11.15,11.96,,,,,,,,,,,,,,
7,6.94,8.10,8.96,9.80,10.62,11.43,12.23,,,,,,,,,,,,,
8,6.41,7.57,8.43,9.27,10.09,10.90,11.70,12.50,,,,,,,,,,,,
9,5.88,7.04,7.90,8.74,9.56,10.38,11.18,11.97,12.76,,,,,,,,,,,
10,5.35,6.51,7.38,8.21,9.04,9.85,10.65,11.44,12.23,13.01,,,,,,,,,,
11,4.82,5.98,6.85,7.69,8.51,9.32,10.12,10.91,11.70,12.48,13.26,,,,,,,,,
12,4.30,5.46,6.32,7.16,7.98,8.79,9.59,10.39,11.17,11.96,12.74,13.51,,,,,,,,
13,3.77,4.93,5.79,6.63,7.45,8.26,9.06,9.86,10.65,11.43,12.21,12.98,13.75,,,,,,,
14,3.24,4.40,5.26,6.10,6.93,7.74,8.54,9.33,10.12,10.90,11.68,12.45,13.23,13.99,,,,,,
15,2.71,3.87,4.74,5.57,6.40,7.21,8.01,8.80,9.59,10.37,11.15,11.93,12.70,13.47,14.23,,,,,
16,2.18,3.34,4.21,5.05,5.87,6.68,7.48,8.27,9.06,9.85,10.62,11.40,12.17,12.94,13.71,14.47,,,,
17,1.66,2.82,3.68,4.52,5.34,6.15,6.95,7.75,8.53,9.32,10.10,10.87,11.64,12.41,13.18,13.94,14.70,,,
18,1.13,2.29,3.15,3.99,4.81,5.62,6.42,7.21,8.00,8.78,9.56,10.34,11.11,11.88,12.64,13.41,14.17,14.93,,
19,0.59,1.75,2.60,3.43,4.24,5.05,5.84,6.63,7.41,8.19,8.97,9.74,10.50,11.27,12.03,12.79,13.55,14.31,15.06,
20,0.00,0.96,1.66,2.36,3.06,3.76,4.46,5.16,5.86,6.56,7.26,7.96,8.66,9.36,10.06,10.76,11.46,12.16,12.86,13.56
