i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.24,,,,,,,,,,,,,,,,,,,
2,8.76,9.88,,,,,,,,,,,,,,,,,,
3,8.27,9.39,10.24,,,,,,,,,,,,,,,,,
4,7.79,8.91,9.76,10.58,,,,,,,,,,,,,,,,
5,7.30,8.43,9.27,10.09,10.90,,,,,,,,,,,,,,,
6,6.82,7.94,8.79,9.61,10.42,11.22,,,,,,,,,,,,,,
7,6.34,7.46,8.31,9.13,9.94,10.73,11.52,,,,,,,,,,,,,
8,5.85,6.98,7.82,8.64,9.45,10.25,11.04,11.82,,,,,,,,,,,,
9,5.37,6.49,7.34,8.16,8.97,9.76,10.55,11.34,12.11,,,,,,,,,,,
10,4.89,6.01,6.85,7.68,8.48,9.28,10.07,10.85,11.63,12.40,,,,,,,,,,
11,4.40,5.53,6.37,7.19,8.00,8.80,9.59,10.37,11.15,11.92,12.69,,,,,,,,,
12,3.92,5.04,5.89,6.71,7.52,8.31,9.10,9.89,10.66,11.44,12.21,12.97,,,,,,,,
13,3.44,4.56,5.40,6.23,7.03,7.83,8.62,9.40,10.18,10.95,11.72,12.49,13.25,,,,,,,
14,2.95,4.07,4.92,5.74,6.55,7.35,8.14,8.92,9.70,10.47,11.24,12.00,12.77,13.53,,,,,,
15,2.47,3.59,4.44,5.26,6.07,6.86,7.65,8.43,9.21,9.99,10.75,11.52,12.28,13.05,13.80,,,,,
16,1.98,3.11,3.95,4.77,5.58,6.38,7.17,7.95,8.73,9.50,10.27,11.04,11.80,12.56,13.32,14.08,,,,
17,1.50,2.62,3.47,4.29,5.10,5.90,6.68,7.47,8.24,9.02,9.79,10.55,11.32,12.08,12.84,13.59,14.35,,,
18,1.02,2.14,2.98,3.81,4.61,5.41,6.20,6.98,7.76,8.53,9.30,10.07,10.83,11.59,12.35,13.11,13.86,14.61,,
19,0.54,1.65,2.48,3.30,4.10,4.89,5.67,6.45,7.22,7.99,8.76,9.52,10.28,11.04,11.80,12.55,13.30,14.05,14.80,
20,0.00,0.94,1.64,2.34,3.04,3.74,4.44,5.14,5.84,6.54,7.24,7.94,8.64,9.34,10.04,10.74,11.44,12.14,12.84,13.54
